FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG00867	HG00867	-0.1401816	-0.1184052	0.1535995	0.02414483	-0.1318745	-0.002076333	-0.02613689	0.005671282	-0.009653011	-0.005410093
HG00879	HG00879	-0.1335501	-0.1188956	0.1540573	0.01765451	-0.1417216	-0.006536852	-0.05897349	-0.01770194	0.005245193	-0.001091948
HG00881	HG00881	-0.1378024	-0.1141936	0.1584204	0.02119311	-0.1381002	0.001833811	-0.05986684	-0.006909032	0.004829961	-0.01223748
HG00956	HG00956	-0.1392457	-0.1141376	0.1452322	0.01762509	-0.113012	0.00283761	-0.04531723	-0.01484343	0.001545007	0.01347798
HG00978	HG00978	-0.1412929	-0.1197656	0.1494403	0.01413146	-0.116241	0.006186006	-0.04493444	-0.009338499	0.001824813	-0.005412197
HG00982	HG00982	-0.1393328	-0.1186682	0.1550121	0.01797887	-0.1210867	-0.004142028	-0.03236418	-0.0111099	-0.008616543	-0.01158226
HG01028	HG01028	-0.1381631	-0.1115022	0.1544788	0.01418742	-0.1223373	-0.002521142	-0.03019227	-0.007770314	-8.618241e-05	9.102577e-05
HG01029	HG01029	-0.1412109	-0.11819	0.1573325	0.01898776	-0.14076	-0.009387162	-0.05111365	-0.01512673	-0.008709154	-0.009896686
HG01031	HG01031	-0.140327	-0.117297	0.1557942	0.01787228	-0.1466726	-0.006444762	-0.05983692	-0.008122139	-0.002596141	-0.01307007
HG01046	HG01046	-0.1395141	-0.116287	0.1513597	0.02388068	-0.118785	0.0006494128	-0.03339702	0.002571558	0.003828127	-0.001028762
HG01334	HG01334	-0.04518113	0.29057	-0.004753038	0.08864921	-0.002695202	0.005294986	0.001562532	-0.01061463	0.004663672	-0.007562155
HG01500	HG01500	-0.02411148	0.2856773	0.01154462	0.08254233	0.007609974	-0.0001602031	-0.001980305	0.002230487	-0.002842135	-0.005629158
HG01501	HG01501	-0.02046888	0.2858574	0.007999763	0.08885159	-0.00445585	0.005637544	0.001612077	-0.00182604	-0.005794895	0.007625591
HG01503	HG01503	-0.02996866	0.2944768	0.01193782	0.09205932	-0.0006435641	0.0006302195	0.008520118	0.005260383	-0.01170441	0.008690266
HG01504	HG01504	-0.03156259	0.2902524	0.009033254	0.09733443	0.0006086089	0.001522017	0.00373256	0.009215126	-0.008191876	0.003704459
HG01506	HG01506	-0.03119151	0.2948231	0.01014654	0.09026345	0.0003800492	0.00695819	0.003051867	0.0007676058	0.01467691	-0.004561644
HG01507	HG01507	-0.02862361	0.2928315	0.00530237	0.09317375	-0.003735858	0.00673489	-0.0005763932	0.001105038	0.00411162	-0.007604579
HG01509	HG01509	-0.01769151	0.2922744	0.01279723	0.08967294	0.0004581676	0.008571115	0.002155218	0.0003228809	-0.008496394	-0.00543639
HG01510	HG01510	-0.02670063	0.2966495	0.00545187	0.08989896	0.001953964	0.001586142	0.0005601094	0.005433919	-0.004398885	0.01010693
HG01512	HG01512	-0.03605756	0.2985459	0.009238138	0.09572116	-0.002724308	-0.005443647	0.002849666	-0.006067401	0.001161562	0.003244728
HG01513	HG01513	-0.03466348	0.2930072	0.007836375	0.09473858	0.0009451813	-0.002257533	0.0009017212	0.001182546	0.004281548	0.003015587
HG01515	HG01515	-0.03772075	0.3037803	0.007854968	0.1034398	0.001057092	-0.00375269	-0.007503309	-0.0009154461	0.004830831	-0.01022994
HG01516	HG01516	-0.03704574	0.3059781	0.007006801	0.1098377	0.006703476	0.005924214	-0.003280313	0.008320414	0.009345702	0.01071383
HG01518	HG01518	-0.03525859	0.3002893	0.005513947	0.1026501	-0.007944076	-0.0002769448	0.002413618	6.538443e-05	0.008063945	-0.003595324
HG01519	HG01519	-0.03634166	0.3026729	0.006818142	0.1009542	-0.004141637	0.006092557	0.002909357	0.001675378	-0.002884526	-0.00951875
HG01521	HG01521	-0.0424915	0.3015993	0.01001302	0.1027457	-0.004608778	-0.001691302	0.003265517	-0.003881364	-0.00949892	0.00730823
HG01522	HG01522	-0.04580724	0.3030803	0.009021952	0.1003197	0.004066779	-0.001165324	0.007538812	-0.0004008549	-0.005451058	-0.006147304
HG01524	HG01524	-0.03462948	0.2918183	0.009767725	0.09315428	-0.0005063384	0.0004124224	0.004892452	0.01089347	0.003095278	0.006894823
HG01525	HG01525	-0.02765937	0.2856357	0.009678637	0.09265572	0.003474297	0.007143543	0.004234618	-0.007178156	-0.002602665	0.002303248
HG01527	HG01527	-0.0246121	0.2871104	0.01035873	0.0888442	0.004576811	0.001326207	0.00196904	-0.0008930879	0.001368814	-0.001543209
HG01528	HG01528	-0.02667392	0.2892746	0.006191953	0.09693895	0.004386058	0.001508829	0.003622966	0.009395177	-0.007452491	0.002985352
HG01530	HG01530	-0.02427365	0.2854642	0.01212987	0.09467905	-0.00214184	0.009901433	-0.001586811	-0.002088234	-0.001708586	-0.003425183
HG01531	HG01531	-0.01965726	0.2920526	0.01217616	0.08687982	-0.006266755	0.001473147	0.006176815	0.002584066	-0.008916526	-0.007406443
HG01536	HG01536	-0.02772637	0.2892375	0.008761661	0.09340559	0.008215787	0.01121048	0.0009851218	0.001503698	-0.004538254	-0.001671401
HG01537	HG01537	-0.0328985	0.2993546	0.01042395	0.09615993	0.001730077	-0.003092843	-0.00540598	-0.0005330009	0.002540974	0.001880346
HG01572	HG01572	-0.1859208	-0.06991087	-0.302753	-0.0008016112	-0.009667052	-0.001215641	-0.01275619	0.02303104	1.595117e-05	-0.00067134
HG01595	HG01595	-0.1405511	-0.112544	0.1470223	0.01490738	-0.08943562	0.0007278909	-0.02261006	-0.005867222	0.002916395	0.0029091
HG01596	HG01596	-0.134741	-0.107387	0.1456984	0.006555248	-0.09605086	0.003988554	-0.02982688	0.007474686	0.0007327912	-0.003869503
HG01597	HG01597	-0.1356366	-0.1158284	0.1499869	0.01199413	-0.09641284	-0.002092524	-0.01953138	-0.001412668	0.002826398	0.0004457986
HG01598	HG01598	-0.1410137	-0.1076163	0.1455149	0.01048371	-0.1003373	-0.002716611	-0.02408888	-0.007869102	0.005024699	0.004765
HG01599	HG01599	-0.1375985	-0.1085367	0.1507267	0.01113093	-0.0951689	-0.002064659	-0.01619703	-0.008748694	-0.0009150894	0.003576958
HG01600	HG01600	-0.1367525	-0.1197996	0.1481626	0.01506044	-0.09812139	-0.005365293	-0.01961713	-0.007070883	-0.004291745	-0.008717433
HG01602	HG01602	-0.02819565	0.2885069	0.01139599	0.08438241	-0.009511588	-0.00186804	-0.004927141	0.00320904	-0.0009074673	0.01174043
HG01603	HG01603	-0.02842435	0.2926193	0.008782772	0.09790199	0.00333548	0.002722544	-0.003686736	-0.007823995	-0.0103978	0.0006793082
HG01605	HG01605	-0.0330214	0.2973736	0.005992049	0.09165003	0.002635684	0.0004211214	0.0008863962	0.01046021	0.0087454	-0.002327858
HG01606	HG01606	-0.03603497	0.2941044	0.005880099	0.09587635	0.001446851	-0.001682802	0.00839458	-0.0001593783	0.0002213245	-0.001095234
HG01607	HG01607	-0.03344247	0.293536	0.01037126	0.0900294	-0.002058323	0.002482058	-0.003208585	0.002235134	-0.007530085	-0.004798964
HG01608	HG01608	-0.03155866	0.2921196	0.01001446	0.09180085	-0.003163106	0.00279361	0.0007895983	-0.0057117	-0.01092433	-0.004850833
HG01610	HG01610	-0.02770339	0.2894853	0.01313717	0.08984857	-0.004287126	-0.0008486577	-0.001484819	0.003426045	0.004933721	0.00505798
HG01612	HG01612	-0.02255812	0.2904159	0.01006647	0.09275281	-0.00252829	0.004258403	-0.002838942	-0.001294647	-0.004034292	-0.002807551
HG01613	HG01613	-0.02726958	0.2923916	0.01096841	0.08528907	-0.001745462	-0.0005247851	-0.004716345	0.002153841	0.005257732	0.01221342
HG01615	HG01615	-0.02753251	0.2894539	0.01178597	0.08300803	0.007208964	-0.003232736	-0.005112564	0.004487534	-0.002192774	0.003249202
HG01617	HG01617	-0.03259122	0.2877125	0.009711696	0.09223437	-0.004511129	0.0005954626	-0.004388661	0.009619422	-0.005308165	-0.003347113
HG01618	HG01618	-0.0250092	0.2856218	-0.0006187092	0.09681236	0.006592899	0.003477122	-0.006773345	0.0003327293	-0.006764088	0.001786779
HG01619	HG01619	-0.02675251	0.2960427	0.008974327	0.0853866	-0.006959229	0.0003987321	0.0006918694	0.006273454	-0.007658672	0.003686598
HG01620	HG01620	-0.02630576	0.2879582	0.01198536	0.09418808	-0.001937759	0.002880486	0.002445934	-0.003899102	-0.003009192	0.002240757
HG01623	HG01623	-0.02146131	0.2894789	0.007340939	0.09676433	-0.002919746	0.005748789	0.005558989	0.001447795	-0.0001137435	-0.007173387
HG01624	HG01624	-0.03031013	0.287067	0.008991044	0.09410314	0.0002040368	-0.0008497888	0.003575939	-0.0001450466	-0.0008463775	0.01429329
HG01625	HG01625	-0.03411668	0.2924733	0.005660376	0.09602923	0.003722312	-0.003593885	0.002084389	0.004435709	-0.007796105	-0.006404199
HG01626	HG01626	-0.02359165	0.287261	0.01114019	0.08705576	-0.004187722	-0.003517548	-0.003316466	0.004898345	0.0006549381	-0.007134514
HG01630	HG01630	-0.01087869	0.2814286	0.009863319	0.08447079	0.00941198	0.002076721	-0.003603024	-0.001295039	0.001201473	0.0009324113
HG01631	HG01631	-0.0324216	0.2992261	0.01176123	0.09442803	-0.002825426	-0.006154981	-0.009347777	-0.005369987	0.000331475	0.005206722
HG01632	HG01632	-0.02962273	0.2909737	0.0134173	0.09253878	0.001299693	0.0002225086	-0.0003248006	-0.006052463	0.001417122	-0.0001815717
HG01669	HG01669	-0.01361925	0.2771813	0.005028848	0.08787397	-0.001817184	-0.003512925	0.00412684	0.006826026	0.009519172	-0.0003353489
HG01670	HG01670	-0.02505431	0.2929723	0.0170874	0.09482233	0.001788825	0.0005259466	-0.002439736	-0.0009611449	-0.004531333	0.007489933
HG01672	HG01672	-0.0290239	0.2899404	0.004142817	0.08835271	0.0002063752	0.001045556	0.0002080844	0.008718399	0.006066945	-0.01586322
HG01673	HG01673	-0.03174668	0.2932098	0.005291328	0.09138535	0.0006648469	0.003367683	0.0002672556	0.002011129	-0.01661049	-0.004001297
HG01675	HG01675	-0.03215972	0.2982155	0.01072507	0.08656422	0.00719583	0.0002984954	0.001493709	0.007859009	0.008215769	0.001033492
HG01676	HG01676	-0.0324078	0.2975068	0.001897526	0.1061054	-0.00511579	-0.002939328	0.009045935	-0.004213885	0.008082146	-0.00729564
HG01678	HG01678	-0.02984808	0.2969423	0.008620152	0.09550041	-0.001188034	-0.002324842	0.003095596	-0.001642872	-0.0001042662	-0.003412743
HG01679	HG01679	-0.02938242	0.2943139	0.009221429	0.09395091	0.001256891	-0.005265212	-0.0006275117	0.001494925	-0.0003690986	-0.00645429
HG01680	HG01680	-0.02677629	0.2900355	0.005132835	0.09468492	-0.0002296598	0.006222062	-0.005573148	-8.271906e-05	-0.01285135	0.001707363
HG01682	HG01682	-0.0339584	0.2973471	0.01081641	0.09155255	0.005278814	0.001619934	-0.007215939	0.00513174	-0.0006833694	-0.002172674
HG01684	HG01684	-0.03355585	0.2917977	0.005893054	0.09536768	0.001409247	0.0009723697	0.006788609	-0.00950743	-0.01024921	-0.005066448
HG01685	HG01685	-0.02525939	0.2859234	0.01143464	0.09301337	-0.001678064	0.00191221	-0.003207549	0.0002091352	-0.008129424	-0.01126894
HG01686	HG01686	-0.02718176	0.2907299	0.009829743	0.08638152	0.001057592	-0.006027224	0.001730508	-0.003362862	0.01222501	0.001552517
HG01697	HG01697	-0.02411286	0.2830744	0.00788888	0.08323769	0.004289697	0.00450877	-0.006579182	0.003267235	0.0006095338	-0.01055339
HG01699	HG01699	-0.0247191	0.288275	0.01470347	0.09043599	-0.003493783	-0.0009215163	0.002708669	0.008189665	-0.006797067	0.01143487
HG01700	HG01700	-0.04095325	0.3012226	0.002200873	0.1003175	-0.001577806	0.00198592	0.003333176	0.0006864766	-0.004048554	-0.007274084
HG01702	HG01702	-0.03809062	0.3021056	0.007695147	0.1004428	0.00476308	0.006100596	0.004177244	0.007824973	0.006373882	-0.003898588
HG01704	HG01704	-0.02255188	0.2849552	0.01112035	0.08743454	0.0007134894	0.003604291	3.596429e-05	-0.003169031	0.0008195353	0.007055685
HG01705	HG01705	-0.02225666	0.2944004	0.01014845	0.09396533	-0.002532788	-0.001155713	-0.004195434	-0.001394091	0.006163187	-0.006289046
HG01707	HG01707	-0.01972667	0.2888418	0.0126248	0.0929953	-0.0005652712	-0.003695793	0.008495406	0.006746895	0.002054088	0.0001503069
HG01708	HG01708	-0.02830759	0.2870725	0.01094882	0.08342647	-0.00440581	0.0003575808	0.006190305	-0.005519535	0.0002378137	-0.001921615
HG01709	HG01709	-0.02670677	0.2846826	0.006867846	0.08867494	-0.004342016	0.005282536	0.002336742	-0.00316098	-0.0004085182	-0.002716106
HG01710	HG01710	-0.02761048	0.2961148	0.0142639	0.09029002	-0.003090909	-0.000939187	-0.005631412	-0.0005559446	0.006488178	-0.004265923
HG01746	HG01746	-0.03144313	0.2969133	0.008959616	0.09531025	-0.003506009	0.004795258	-0.004049654	-0.004138847	-0.0007238863	0.01297926
HG01747	HG01747	-0.03210641	0.2921576	0.005040079	0.09028725	0.001766107	-0.005402164	0.00335884	0.002589579	-0.004305769	0.006586497
HG01756	HG01756	-0.02741753	0.2848486	0.01033533	0.09125609	-0.0009857023	0.003091472	-0.00556033	-0.005586933	-0.0008208078	-0.001107001
HG01757	HG01757	-0.02443155	0.286306	0.01354711	0.08713424	-0.00417408	0.001481529	0.0064142	-0.0003655779	-0.006566617	0.004843442
HG01761	HG01761	-0.03329731	0.2960083	0.0122898	0.09745559	0.003660428	-0.0004261006	-0.004854064	-0.002428646	-0.006689184	0.0003423363
HG01762	HG01762	-0.03217866	0.2955148	0.01128646	0.08989148	-0.0009101421	0.002626751	0.007024328	0.001014065	-0.002554197	0.002908258
HG01765	HG01765	-0.02932314	0.2951985	0.009806851	0.09150937	-0.002559302	-0.0007643633	-0.003048025	-0.005527528	0.005314523	-0.001639836
HG01766	HG01766	-0.02402336	0.2863401	0.01099248	0.08848904	0.004334706	0.002802013	0.002242794	-0.002371728	-0.01263833	0.004256908
HG01767	HG01767	-0.02717405	0.2888602	0.01231303	0.09083595	-0.003744257	-0.004454221	0.005758633	0.009305492	-0.01156589	-0.003815961
HG01768	HG01768	-0.02357242	0.2888532	0.007876164	0.09484588	0.002057339	0.004471073	-0.003874056	0.00511609	0.002505945	-0.009203566
HG01770	HG01770	-0.02565262	0.2934812	0.007526634	0.09424588	-0.0006432806	0.001659281	0.001123971	0.004383966	0.004133173	0.004312655
HG01771	HG01771	-0.03612093	0.2955032	0.008091653	0.09980671	0.002919582	-0.001299552	0.001275544	-0.0002111551	-0.004557366	-0.0007478208
HG01773	HG01773	-0.02958373	0.2975069	0.01242225	0.09293594	0.0009224641	-0.001711204	0.004104242	0.00447181	-0.002548137	0.0009837181
HG01775	HG01775	-0.03379624	0.3008182	0.005012627	0.09433863	0.002377204	-0.00108195	0.007352525	-0.003672721	-0.004760274	0.002679925
HG01776	HG01776	-0.04141036	0.2905762	0.007567521	0.09011299	0.001043744	0.002378446	0.008506119	-0.001727765	-0.004274811	-0.004880046
HG01777	HG01777	-0.03557561	0.2938461	0.01238375	0.09718513	-0.002535669	-0.003981468	-0.000709881	0.008815388	-0.0074159	-0.009898305
HG01779	HG01779	-0.03133388	0.2982634	0.01326999	0.09917132	-0.0006562	-0.001205356	-0.003871546	0.003649182	0.001409701	-0.006166399
HG01781	HG01781	-0.03452304	0.2916304	0.01434193	0.09240127	0.006116104	0.001156375	-0.0006689245	-0.002452679	0.004676777	0.005116102
HG01783	HG01783	-0.02266657	0.2871219	0.009366399	0.08889015	0.003842581	0.0006498913	0.003856308	-0.002221434	0.009405238	-0.009055352
HG01784	HG01784	-0.02774392	0.286803	0.01044761	0.09482433	-0.001221417	0.005046071	-0.005630953	0.00224784	0.00246981	0.004991978
HG01785	HG01785	-0.03624571	0.2996666	0.006605981	0.09052989	-0.001852332	0.00149663	-0.006210777	-0.0009670436	0.008467865	0.002209779
HG01786	HG01786	-0.0359487	0.2958671	0.01087219	0.08837884	0.001357015	-0.001601556	0.003080023	0.0007306041	-0.004969008	0.0005801363
HG01789	HG01789	-0.03876087	0.2979155	0.0002381233	0.08722422	-0.001581523	0.005041035	6.035665e-05	0.002229087	-0.003419936	-0.001052171
HG01790	HG01790	-0.04432417	0.2911263	0.001451513	0.08698276	-6.974109e-05	0.001433041	0.004001341	-0.006220063	0.01964255	0.005441787
HG01791	HG01791	-0.03989079	0.293606	0.001950932	0.0816055	-0.0009852347	0.001253783	-0.005413394	-0.004006687	-0.0006308743	-0.008675207
HG01794	HG01794	-0.1408268	-0.1255355	0.1562326	0.02462509	-0.1390518	-0.0003527097	-0.04431478	0.001186586	0.004967489	-0.005376645
HG01795	HG01795	-0.13979	-0.1132941	0.1521075	0.01447806	-0.127168	2.712049e-05	-0.05566689	-0.01629086	0.01037945	-0.01294214
HG01796	HG01796	-0.1415927	-0.1187135	0.1511514	0.01931896	-0.1390025	0.002573659	-0.03823502	-0.01272771	0.01015693	0.0008462542
HG01797	HG01797	-0.1399337	-0.1129601	0.1540505	0.01219756	-0.1544904	0.001664379	-0.03595798	-0.009060052	-0.01742899	0.004644208
HG01798	HG01798	-0.1474267	-0.1171285	0.1412829	0.02699113	-0.03093523	-0.005846437	-0.02992634	0.006944867	0.006187907	-0.003662081
HG01799	HG01799	-0.1486343	-0.1209968	0.1562998	0.012775	-0.1389203	-0.001520315	-0.04313695	0.004776928	-0.006497555	0.009645692
HG01800	HG01800	-0.1407434	-0.1181782	0.15379	0.02290282	-0.1258792	0.004112417	-0.05248963	-0.005645911	0.003436165	-0.009918127
HG01801	HG01801	-0.1343569	-0.1141285	0.1546501	0.01335091	-0.1460385	0.002968688	-0.04954294	-0.007589977	-0.00595714	-0.02591575
HG01802	HG01802	-0.1340589	-0.1207335	0.1450595	0.01969357	-0.1022525	-0.0003065297	-0.0357473	-0.01459311	-0.005216457	0.002495489
HG01804	HG01804	-0.1407973	-0.1140341	0.1559474	0.01484084	-0.1201527	-0.003732492	-0.0258681	0.001305474	8.237923e-05	0.0001460738
HG01805	HG01805	-0.1403914	-0.1161734	0.1555659	0.0152013	-0.1250667	0.006589944	-0.02769391	-0.001365402	-0.001614603	-0.0005436624
HG01806	HG01806	-0.133347	-0.1140257	0.1495853	0.02120839	-0.1243357	0.001999344	-0.02824591	-0.003556257	-0.009457989	0.003215094
HG01807	HG01807	-0.138307	-0.1139872	0.1519801	0.0156367	-0.1280153	-0.003730321	-0.02810115	-0.01224093	-0.001621533	-0.00266317
HG01808	HG01808	-0.1423932	-0.114779	0.1521496	0.02079157	-0.1110369	-0.01111139	-0.02911929	-0.0055074	-0.007748775	-0.01318591
HG01809	HG01809	-0.1410393	-0.11066	0.1515415	0.01999116	-0.1186511	-0.003277208	-0.03349409	-0.006834456	-0.00433115	0.001289753
HG01810	HG01810	-0.138879	-0.1142122	0.1485106	0.01565204	-0.1230825	0.002219801	-0.03034688	-0.00110008	0.0004167033	-0.007436042
HG01811	HG01811	-0.1415102	-0.1136864	0.1537076	0.02300296	-0.1237563	0.004292827	-0.03347235	-0.001653993	0.009066204	0.000691632
HG01812	HG01812	-0.1374336	-0.1178354	0.1519554	0.01912292	-0.1182526	-0.004384236	-0.03864881	-0.003014359	-0.01002557	-0.001755846
HG01813	HG01813	-0.1369646	-0.116908	0.1510705	0.01380153	-0.1060857	-0.005538753	-0.03032049	-0.005297885	-0.007130434	0.005221718
HG01815	HG01815	-0.1377101	-0.1129341	0.1482941	0.01421739	-0.1162585	0.002685364	-0.03321442	-0.007239062	-0.001051252	-0.001123862
HG01816	HG01816	-0.1371974	-0.1148826	0.1529146	0.02095611	-0.1251585	0.005151748	-0.0283608	-0.01370069	0.008713047	-0.002255647
HG01817	HG01817	-0.1283708	-0.1154436	0.1560765	0.0155108	-0.1237941	-0.002684688	-0.02712529	-0.002933999	0.002340591	0.01053403
HG01840	HG01840	-0.133352	-0.1152203	0.1500659	0.007152704	-0.08612658	0.002043159	-0.02122361	0.001258766	-0.01115532	0.004781376
HG01841	HG01841	-0.1375462	-0.1098043	0.1481579	0.0193	-0.09987785	-0.002271871	-0.02769517	-0.007219123	-0.00541133	0.002279241
HG01842	HG01842	-0.1330478	-0.1057952	0.1508172	0.01726467	-0.1012707	0.004358114	-0.02143063	-0.004507058	-0.008309769	0.01379751
HG01843	HG01843	-0.1411475	-0.1133197	0.1471944	0.01260947	-0.1011217	-0.001630965	-0.03269791	-0.007820916	-0.006102345	-0.004069625
HG01844	HG01844	-0.1347418	-0.1086472	0.1504518	0.009498219	-0.09967144	0.0005444071	-0.03447625	-0.001681068	-0.0001696027	-0.001414257
HG01845	HG01845	-0.1374203	-0.1112995	0.149989	0.01502624	-0.0938229	0.005853983	-0.02888185	0.003373278	0.0005959604	0.000168531
HG01846	HG01846	-0.1334073	-0.1061336	0.1500587	0.009449202	-0.09381183	0.004167495	-0.0266251	-0.008658702	0.001592332	-0.01247157
HG01847	HG01847	-0.1345493	-0.1101643	0.1490835	0.01084338	-0.1053823	-0.001967894	-0.02038265	0.003534221	-0.00587779	-0.000489378
HG01848	HG01848	-0.1354337	-0.1124327	0.1466892	0.004667109	-0.09204825	0.003944329	-0.03817158	0.003947261	-0.005179762	-0.006955456
HG01849	HG01849	-0.1370447	-0.1062824	0.1511485	0.01231126	-0.1034594	0.006002768	-0.01738991	-0.003329353	0.003889723	-0.006938347
HG01850	HG01850	-0.1340938	-0.1140122	0.1422795	0.0208512	-0.09225163	-0.0008604257	-0.02576561	-0.005994195	0.0001989616	-0.004051498
HG01851	HG01851	-0.1381505	-0.1227594	0.1469229	0.01694965	-0.1058636	0.00101705	-0.04138956	-0.002307472	-0.006916754	0.008464491
HG01852	HG01852	-0.1410901	-0.1082696	0.1506643	0.01140898	-0.09481935	0.004113525	-0.03637386	-0.003456402	0.002052831	0.002789516
HG01853	HG01853	-0.1408729	-0.1079232	0.1469149	0.007680067	-0.1015833	-0.005310447	-0.02009276	-0.01453525	0.006189065	-0.007126158
HG01855	HG01855	-0.1344551	-0.1049084	0.1472977	0.01569787	-0.1030829	-0.003351422	-0.02373352	0.006320362	-0.003373782	-0.008123302
HG01857	HG01857	-0.1376951	-0.1157294	0.1489937	0.01566035	-0.09824319	-0.003122161	-0.02697428	0.001905278	-0.004467462	-4.570215e-05
HG01858	HG01858	-0.1389203	-0.1079162	0.1540064	0.01432238	-0.09523219	-0.003039227	-0.0279767	-0.002058291	-0.008245955	0.002456689
HG01859	HG01859	-0.1397991	-0.1144386	0.1460523	0.0258933	-0.09491001	0.005316518	-0.02965947	0.006135282	-0.003450307	0.001750158
HG01860	HG01860	-0.1388066	-0.121037	0.1470405	0.01631422	-0.1080053	0.000395616	-0.02737734	0.001630587	-0.0003279378	-0.003831308
HG01861	HG01861	-0.136013	-0.1087987	0.1492461	0.008464337	-0.0908353	-0.001456296	-0.02308757	-0.002612733	0.006193937	0.0004183081
HG01862	HG01862	-0.1380484	-0.1114602	0.1509498	0.01070565	-0.08161858	-0.002947667	-0.03782258	-0.01094019	-0.01105919	0.001397765
HG01863	HG01863	-0.1417272	-0.1166024	0.1476413	0.01385036	-0.09559235	0.001512457	-0.02193623	-0.0004219471	0.0005264837	0.004388238
HG01864	HG01864	-0.1374159	-0.1106042	0.1508304	0.01443142	-0.09339392	0.002582032	-0.01272617	-0.007476673	0.00184249	-0.009403111
HG01865	HG01865	-0.1404441	-0.1105717	0.1532709	0.0151829	-0.1051729	-0.003157825	-0.02366341	0.004414983	-0.002865114	-0.0006674791
HG01866	HG01866	-0.138502	-0.1097334	0.1456792	0.009116574	-0.09844396	0.000438041	-0.03110763	-0.001456449	-0.005354974	-0.007148822
HG01867	HG01867	-0.13731	-0.1069926	0.1481027	0.01059183	-0.09320629	0.007350201	-0.02108395	-0.01289307	0.0001276287	-0.003033356
HG01868	HG01868	-0.1436989	-0.1122431	0.1492306	0.01065848	-0.1034225	-0.0001637621	-0.02822472	-0.003612288	-0.006116102	0.00876351
HG01869	HG01869	-0.1383029	-0.11316	0.148119	0.01868455	-0.1004586	0.0005921616	-0.03219632	0.004782269	-0.01024338	-0.005611917
HG01870	HG01870	-0.1373644	-0.1151637	0.1473075	0.02098487	-0.09799702	-0.0009963094	-0.02879094	-0.0002751353	-0.000191198	-0.00112381
HG01871	HG01871	-0.1393991	-0.1127045	0.1543444	0.009057206	-0.0963536	0.001506726	-0.01469718	-0.01154612	-0.003403677	0.009189964
HG01872	HG01872	-0.1373708	-0.1097458	0.1420009	0.01361587	-0.07776618	-0.002313883	-0.02762085	-0.003970164	-0.005561166	-0.0003970032
HG01873	HG01873	-0.1400928	-0.1134813	0.147792	0.01706054	-0.0946079	-0.003163348	-0.01465519	-0.004776841	-0.004203129	0.008070537
HG01874	HG01874	-0.1436365	-0.1095534	0.1480131	0.009597531	-0.0955751	0.004770618	-0.02219563	0.004170468	0.002752867	0.001083017
HG01878	HG01878	-0.1412241	-0.1098023	0.1495859	0.01104039	-0.09051908	-0.0005142873	-0.02872779	0.001583933	0.0002386096	0.0007585179
HG01920	HG01920	-0.1943591	-0.0774255	-0.303475	-0.003659087	-0.003467893	-0.006372278	-0.01328086	0.03148958	0.003179481	-0.005918439
HG01923	HG01923	-0.1840262	-0.0716739	-0.290536	0.001743773	-0.006541781	-0.004099578	-0.008509878	0.02384655	-0.00547947	-0.006467958
HG01926	HG01926	-0.1974229	-0.09120591	-0.3050559	-0.002502211	-0.008255864	-0.00466885	-0.01245497	0.03841008	0.001964768	0.01487962
HG01927	HG01927	-0.1896139	-0.06332603	-0.2922193	0.00377122	-0.006037779	-0.003727467	-0.00774031	0.01686473	-0.008862265	-0.01383334
HG01938	HG01938	-0.1918768	-0.08612047	-0.3089031	-0.005307398	-0.001586019	0.003879668	-0.007810961	0.04025886	0.001924648	-0.003497229
HG01951	HG01951	-0.1841158	-0.08359465	-0.3006864	-0.01749332	-0.0009315127	-0.005299151	-0.01180014	0.037484	-0.002073072	0.004857964
HG01961	HG01961	-0.2005688	-0.08919466	-0.3160366	-0.007821845	-0.006807446	-0.003468008	-0.006513849	0.02849418	-0.001117162	0.005503063
HG01968	HG01968	-0.1904285	-0.07487965	-0.2854018	0.002453347	-0.001250902	-0.004614762	-0.009579688	0.02428003	-0.005447455	-0.001113488
HG01974	HG01974	-0.1843901	-0.08283771	-0.2944423	-0.001585759	-0.006865099	-0.004539776	-0.009884763	0.04136699	0.0007677185	-0.0153252
HG02017	HG02017	-0.1337903	-0.1046813	0.1428529	0.009236383	-0.09856391	-0.0006059784	-0.02671997	-0.0127975	-0.002917606	-0.003744518
HG02019	HG02019	-0.1401639	-0.1124471	0.1494235	0.0153995	-0.09244821	0.001037088	-0.02675391	-0.00651039	-0.0009779283	0.01219421
HG02020	HG02020	-0.1364858	-0.1103056	0.148115	0.01543311	-0.1026855	0.001515733	-0.02408829	-0.003300221	-0.002149761	0.0006535658
HG02023	HG02023	-0.1338934	-0.1170107	0.146672	0.01508804	-0.1062869	-0.006675849	-0.02594861	-0.003493691	0.005673718	-0.001820989
HG02025	HG02025	-0.1406421	-0.1152626	0.1490283	0.01680631	-0.09879574	-0.003019174	-0.0305681	-0.01129772	-0.006126448	0.002887381
HG02026	HG02026	-0.1416854	-0.1167368	0.1493305	0.0172646	-0.1007584	-0.001421966	-0.02684701	-0.01872684	-0.005162932	0.003110923
HG02028	HG02028	-0.1350736	-0.105305	0.1523804	0.01844029	-0.1002063	-0.003832017	-0.02476639	-0.001681213	0.000472836	0.002785058
HG02029	HG02029	-0.1420854	-0.1251988	0.1467717	0.02127656	-0.06203322	-0.006457567	-0.02580349	-0.003976715	-0.002022855	0.002909833
