FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	
HG00599	HG00599	0.1147007	0.1512526	0.09876619	0.0307954	0.0110177	0.01516226	0.004842858	-0.003750345	0.003479225	-0.001843235	HG00599:HG00599
HG00607	HG00607	0.1236624	0.1493617	0.1031773	0.02772939	-0.003892041	0.02587827	0.007137831	0.006613211	-0.007348804	-0.0123937	HG00607:HG00607
HG00608	HG00608	0.1241974	0.1496246	0.1020648	0.03471923	-0.0127748	0.01747151	-0.003699918	-0.00588092	-0.01133782	-0.01252556	HG00608:HG00608
HG00610	HG00610	0.12183	0.1497847	0.09881836	0.029661	-0.002747294	0.0110333	0.007024724	0.003326658	-0.002077499	-0.006096385	HG00610:HG00610
HG00611	HG00611	0.1255905	0.1465183	0.09609129	0.03210258	-0.002702721	0.01570814	-0.001821867	0.002712404	0.00528813	-0.009390378	HG00611:HG00611
HG00613	HG00613	0.1240448	0.1464569	0.09420033	0.02127883	-0.009114466	0.01510045	-0.001563775	-0.008146497	-0.003065441	-0.003802328	HG00613:HG00613
HG00614	HG00614	0.1209848	0.1526516	0.09796392	0.02502247	-0.001493586	0.02426129	-0.001518644	0.002000707	-0.002058385	-0.003587139	HG00614:HG00614
HG00619	HG00619	0.1273169	0.1513861	0.09496899	0.03605908	-0.007560503	0.0298074	-0.001433956	0.004113537	-0.007711287	-0.006598206	HG00619:HG00619
HG00620	HG00620	0.1257647	0.1477085	0.1004338	0.02986362	-0.01594112	0.02534268	-0.00841698	-0.00029605	0.003774644	-0.006682483	HG00620:HG00620
HG00622	HG00622	0.1225998	0.1486089	0.09753176	0.03132032	-0.01537411	0.01930608	-0.004334376	-0.001929533	-0.000100409	-0.004360091	HG00622:HG00622
HG00623	HG00623	0.1198333	0.1507572	0.09645111	0.02457253	-0.01148102	0.01747537	-0.004967567	-0.005302951	-0.001266215	-0.001425725	HG00623:HG00623
HG00625	HG00625	0.1152046	0.1507364	0.1029491	0.01879399	-0.03072614	0.01526583	-0.001463628	0.01334939	-0.009064166	-0.004684894	HG00625:HG00625
HG00626	HG00626	0.1259766	0.1530753	0.1010786	0.03241363	-0.003491489	0.02293135	-0.00585567	-0.004476186	-0.006149914	-0.007986968	HG00626:HG00626
HG00628	HG00628	0.120213	0.1451124	0.09623125	0.0335357	-0.01701572	0.03062523	-0.001319124	-0.003817882	-0.009648392	-0.005113348	HG00628:HG00628
HG00629	HG00629	0.1278157	0.150266	0.09285025	0.03349269	-0.01302097	0.01758553	-0.01449331	0.01103478	-0.0007187281	-0.001709719	HG00629:HG00629
HG00631	HG00631	0.1237067	0.1481389	0.1004464	0.02949003	-0.005007944	0.02762534	-0.004798957	0.002192459	-0.004249328	-0.007142053	HG00631:HG00631
HG00632	HG00632	0.1225143	0.1430224	0.1040092	0.02434165	-0.005871989	0.01325911	-0.007197443	0.008103995	0.0001297881	-0.00641867	HG00632:HG00632
HG00634	HG00634	0.1221341	0.1468334	0.09863415	0.03084467	-0.002600883	0.01596261	0.002866898	0.01021291	-0.003591169	-0.002067107	HG00634:HG00634
HG00650	HG00650	0.1211001	0.147642	0.100109	0.01925477	-0.05161613	0.03248634	-0.005167516	-0.006655613	-0.007905048	-0.0008702639	HG00650:HG00650
HG00651	HG00651	0.1301808	0.1464532	0.09866616	0.03421025	-0.04674625	0.02314649	0.002516998	0.0006439013	-4.770497e-05	-0.004278326	HG00651:HG00651
HG00653	HG00653	0.1166481	0.1531167	0.1056363	0.0303137	-0.0528592	0.02284359	0.005224681	-0.001297077	-0.002831615	0.004372315	HG00653:HG00653
HG00654	HG00654	0.1205063	0.1446539	0.1036971	0.02419315	-0.03989241	0.02291935	-0.006530662	0.001563338	-0.00241415	-0.003436059	HG00654:HG00654
HG00656	HG00656	0.1162545	0.1577297	0.09873725	0.02601244	-0.04854426	0.0175719	-0.0013693	0.001107823	0.0007063346	-0.004830639	HG00656:HG00656
HG00657	HG00657	0.1172479	0.1463094	0.09867853	0.02485692	-0.03534656	0.02233838	0.008992047	-0.001285087	-0.003932524	-0.001835215	HG00657:HG00657
HG00662	HG00662	0.1230672	0.1497399	0.09806811	0.02712924	-0.03588582	0.02508161	0.002466041	-0.002478837	-0.003000058	-0.009581175	HG00662:HG00662
HG00663	HG00663	0.1216208	0.149322	0.09973863	0.02574985	-0.05492282	0.02032408	0.003885852	0.002620017	-0.009790809	-0.001611197	HG00663:HG00663
HG00671	HG00671	0.1201701	0.1481542	0.09886621	0.02498921	-0.04228386	0.02331519	-0.0001622201	0.006375172	-0.005149354	0.001357188	HG00671:HG00671
HG00672	HG00672	0.1228979	0.152913	0.09846907	0.02914399	-0.04975854	0.02112724	0.0007493435	-0.0002316721	-0.0004545761	0.0006722112	HG00672:HG00672
HG00674	HG00674	0.1172193	0.1517748	0.0972448	0.02439553	-0.04677773	0.01783544	-0.001082203	-0.002242171	-0.005522486	0.002587783	HG00674:HG00674
HG00675	HG00675	0.1220862	0.1518786	0.1018955	0.01914179	-0.03686037	0.03447669	-0.003284957	-0.01062395	0.003825423	0.004435026	HG00675:HG00675
HG00683	HG00683	0.1190532	0.1453961	0.09517276	0.02750556	-0.04340896	0.01026261	0.005969969	-0.001374055	-0.0003379375	-0.001391488	HG00683:HG00683
HG00684	HG00684	0.119635	0.1522643	0.09619094	0.02672934	-0.04348037	0.01356907	0.003009573	0.006654402	3.926937e-05	-0.0006830129	HG00684:HG00684
HG00689	HG00689	0.1231803	0.1504093	0.09969077	0.02050179	-0.03719155	0.01590028	-0.004352031	-0.004347705	0.002238183	-0.00562592	HG00689:HG00689
HG00690	HG00690	0.1173613	0.1492991	0.1015929	0.02596322	-0.05242399	0.01753441	-0.004076141	0.001277899	-0.01227947	-0.005660559	HG00690:HG00690
HG00692	HG00692	0.1228038	0.1409471	0.09755973	0.02613871	-0.04632013	0.02211407	0.001101039	-0.004049501	0.004472326	-0.003692458	HG00692:HG00692
HG00693	HG00693	0.1249712	0.1498401	0.09602536	0.02874991	-0.04227593	0.02329484	-0.001429893	-0.001563289	0.00335132	0.005594302	HG00693:HG00693
HG00698	HG00698	0.1214814	0.1502214	0.09580615	0.02904815	-0.05000895	0.02508046	0.0008333856	-0.001314486	0.004234888	-0.002816655	HG00698:HG00698
HG00699	HG00699	0.1190192	0.1529024	0.09860939	0.02832059	-0.03201109	0.02658399	0.001986608	0.002112929	0.0004887243	0.002860347	HG00699:HG00699
HG00701	HG00701	0.1226892	0.1497267	0.0959582	0.02585125	-0.03215707	0.02449871	0.005271609	-0.01020832	-0.004893453	-0.01183935	HG00701:HG00701
HG00704	HG00704	0.1266679	0.1453878	0.09809019	0.02942405	-0.04232813	0.01938477	-0.00257957	-0.0076195	-0.005137459	0.001706788	HG00704:HG00704
HG00705	HG00705	0.1223035	0.1500192	0.1073477	0.02778622	-0.03517756	0.02958709	-0.002282362	-0.003756054	0.008505825	-0.001095807	HG00705:HG00705
HG00707	HG00707	0.1298657	0.14686	0.09842339	0.03197949	-0.04296062	0.02386022	-0.005446468	-0.0071469	0.0008308056	-0.000661193	HG00707:HG00707
HG00708	HG00708	0.1253874	0.1489255	0.1019827	0.03100903	-0.03940394	0.01866272	0.002279818	0.001100547	-0.00322937	-0.002264563	HG00708:HG00708
HG00717	HG00717	0.1224784	0.1480093	0.09910093	0.02973282	-0.04798044	0.02952062	0.006793797	-0.001914743	0.005821117	-0.00355401	HG00717:HG00717
HG00728	HG00728	0.1192431	0.1421691	0.106817	0.03004642	-0.05355574	0.01878833	0.004223369	-5.617805e-05	0.003382971	-0.008182184	HG00728:HG00728
HG00729	HG00729	0.121595	0.1477959	0.09923975	0.02416335	-0.0447738	0.02761345	-0.0003807812	0.003607561	0.005280554	0.001954982	HG00729:HG00729
HG00759	HG00759	0.1146166	0.143223	0.1083242	0.01826722	-0.1089803	0.04141012	-0.001161917	-0.003394883	-0.003183537	0.004074439	HG00759:HG00759
HG00766	HG00766	0.1103064	0.1454196	0.1070279	0.02489563	-0.1416039	0.06747718	0.002732058	-0.002046656	-0.02442492	0.02075254	HG00766:HG00766
HG00844	HG00844	0.1122107	0.142184	0.1070619	0.02319539	-0.1380229	0.05612002	0.01689478	0.007988243	0.003463177	0.009281972	HG00844:HG00844
HG00851	HG00851	0.1187721	0.151099	0.1054483	0.02475436	-0.1512855	0.07044694	0.006583316	-0.008642459	0.02532017	0.0129815	HG00851:HG00851
HG00864	HG00864	0.1141465	0.147992	0.1077527	0.01587037	-0.1366389	0.06302867	0.01188703	-0.008065155	0.01899306	-0.01684653	HG00864:HG00864
HG00867	HG00867	0.1155993	0.1503226	0.1054323	0.02399715	-0.1325946	0.02621119	-0.00640627	0.009197063	0.005191919	0.007473097	HG00867:HG00867
HG00879	HG00879	0.1090976	0.1534413	0.1032845	0.01805541	-0.1425548	0.0592185	0.01688269	-0.00563895	0.0003833325	0.005340581	HG00879:HG00879
HG00881	HG00881	0.1102654	0.1506054	0.1103999	0.02127651	-0.138738	0.06018573	0.006375223	-0.004130864	0.01202516	0.004590596	HG00881:HG00881
HG00956	HG00956	0.1135426	0.1431125	0.09958702	0.0173257	-0.1135279	0.04526007	0.0149962	-0.002001064	-0.01412392	0.01060053	HG00956:HG00956
HG00978	HG00978	0.1173755	0.1487601	0.1018702	0.01395077	-0.1166576	0.04437496	0.008932424	-0.002670171	0.004809754	-0.01032264	HG00978:HG00978
HG00982	HG00982	0.1142111	0.1518205	0.1059499	0.01786624	-0.1215835	0.03269183	0.01022308	0.007940649	0.01157436	0.00496115	HG00982:HG00982
HG01028	HG01028	0.1104814	0.1461768	0.1082732	0.01393744	-0.1227528	0.03063011	0.007297251	-0.0007642302	-0.0003220984	0.007613904	HG01028:HG01028
HG01029	HG01029	0.1151147	0.1519957	0.1086024	0.0188017	-0.1413801	0.0517815	0.01466455	0.008746359	0.01076334	0.02145013	HG01029:HG01029
HG01031	HG01031	0.1141167	0.1507987	0.1073053	0.017894	-0.1474244	0.06037541	0.007596727	0.002783257	0.01467876	0.01882996	HG01031:HG01031
HG01046	HG01046	0.1141288	0.1476071	0.1043549	0.02370797	-0.1194216	0.03363258	-0.003103229	-0.004073141	0.0007415073	0.0005857469	HG01046:HG01046
HG01334	HG01334	-0.1261247	-0.232068	0.1066174	0.08823138	-0.002733703	-0.001578795	0.01079621	-0.003592799	0.008464119	0.00144103	HG01334:HG01334
HG01500	HG01500	-0.145749	-0.2134044	0.1120262	0.08246104	0.007643834	0.00212245	-0.00225497	0.002482144	0.004846032	-0.003699191	HG01500:HG01500
HG01501	HG01501	-0.1482784	-0.2144085	0.1081992	0.08880337	-0.004401584	-0.001926959	0.001463311	0.005420197	-0.008243006	0.004203821	HG01501:HG01501
HG01503	HG01503	-0.1439128	-0.2219863	0.1179116	0.09191156	-0.0005322025	-0.008703273	-0.005605654	0.01143034	-0.008926424	0.000925921	HG01503:HG01503
HG01504	HG01504	-0.140338	-0.2206754	0.1142812	0.09721417	0.0008670779	-0.003617932	-0.009769888	0.007548527	-0.004177888	0.002050199	HG01504:HG01504
HG01506	HG01506	-0.1425721	-0.2237123	0.1168631	0.08963692	0.0004015059	-0.003562407	-0.000359824	-0.01453029	0.004059358	-0.003796249	HG01506:HG01506
HG01507	HG01507	-0.1440936	-0.2236961	0.111035	0.09292005	-0.003571175	0.0007950275	-0.001013258	-0.003885726	0.007573026	0.003849181	HG01507:HG01507
HG01509	HG01509	-0.1543387	-0.2163245	0.1140157	0.08975368	0.0004539683	-0.002674598	-0.0004792368	0.007911042	0.004955246	0.001237459	HG01509:HG01509
HG01510	HG01510	-0.1472641	-0.2259088	0.1120695	0.08957255	0.002125742	-0.0007224428	-0.005421923	0.004065993	-0.01029745	0.008572018	HG01510:HG01510
HG01512	HG01512	-0.1398904	-0.2283525	0.1187886	0.09532352	-0.002825542	-0.002818892	0.006334351	-0.0004326226	-0.002984216	0.0007974651	HG01512:HG01512
HG01513	HG01513	-0.1387701	-0.2240888	0.1150411	0.09458285	0.0009621486	-0.001090091	-0.00116691	-0.003821165	-0.002625724	0.008092074	HG01513:HG01513
HG01515	HG01515	-0.1402958	-0.2340797	0.1205262	0.1033047	0.001053496	0.007575475	0.0008712153	-0.004724596	0.01026769	-0.000818485	HG01515:HG01515
HG01516	HG01516	-0.1415713	-0.2363083	0.1207832	0.1094397	0.006991244	0.002887879	-0.008163921	-0.008803532	-0.01146375	-0.001070666	HG01516:HG01516
HG01518	HG01518	-0.1406705	-0.2314332	0.1162655	0.102682	-0.007816796	-0.002780339	-7.348165e-05	-0.007920425	0.003629287	0.005075496	HG01518:HG01518
HG01519	HG01519	-0.1415115	-0.2330145	0.1185743	0.1006815	-0.003847133	-0.003169123	-0.001117034	0.003257873	0.009839878	0.001403253	HG01519:HG01519
HG01521	HG01521	-0.1352047	-0.2326891	0.1230486	0.1023841	-0.004488214	-0.002792284	0.003999485	0.009367235	-0.006622781	0.007312665	HG01521:HG01521
HG01522	HG01522	-0.1324819	-0.2351383	0.1235538	0.09981644	0.004229205	-0.007603251	0.0006913578	0.005802006	0.006594545	0.004865688	HG01522:HG01522
HG01524	HG01524	-0.1388066	-0.2219186	0.1159096	0.09283782	-0.0003145658	-0.004905811	-0.01104759	-0.00321785	-0.006539031	0.005064473	HG01524:HG01524
HG01525	HG01525	-0.1416042	-0.2156202	0.1118706	0.09243732	0.003245632	-0.004617178	0.007273072	0.001886202	-0.002603216	0.0073321	HG01525:HG01525
HG01527	HG01527	-0.1455958	-0.2149783	0.111748	0.08882976	0.004542977	-0.001985986	0.0005533869	-0.001762714	0.001069815	0.001665132	HG01527:HG01527
HG01528	HG01528	-0.1440441	-0.2199283	0.1100775	0.09687654	0.004573782	-0.003334946	-0.009578048	0.006937328	-0.003253525	0.003042088	HG01528:HG01528
HG01530	HG01530	-0.1451387	-0.2132848	0.1128681	0.09485758	-0.001979659	0.001405735	0.002479764	0.001336378	0.002585905	-0.0017723	HG01530:HG01530
HG01531	HG01531	-0.1524206	-0.2170351	0.1137579	0.08685865	-0.006253804	-0.006142535	-0.002591036	0.008762292	0.006936364	-0.001994342	HG01531:HG01531
HG01536	HG01536	-0.143775	-0.2187075	0.1121148	0.09353511	0.008464242	-0.0008817591	-0.0004083911	0.00527799	0.002256372	0.0008810535	HG01536:HG01536
HG01537	HG01537	-0.143385	-0.2276939	0.1193676	0.09612169	0.001752093	0.005500648	0.0002009529	-0.003430371	-0.001313009	0.01913202	HG01537:HG01537
HG01572	HG01572	0.1938282	-0.1319685	-0.2530438	-0.0005486938	-0.009621631	0.01257463	-0.02300631	-0.0003092965	0.0006346908	0.01138048	HG01572:HG01572
HG01595	HG01595	0.1134405	0.1425735	0.1020179	0.01475888	-0.09003713	0.02250639	0.005793378	-0.002703075	-0.003299782	0.0003127038	HG01595:HG01595
HG01596	HG01596	0.1060442	0.1395393	0.1010578	0.006161475	-0.09621351	0.02964032	-0.007383326	-0.0004103329	0.004344046	-0.0006831034	HG01596:HG01596
HG01597	HG01597	0.1102086	0.1480963	0.1017094	0.01203249	-0.09684651	0.01953256	0.00137396	-0.002838715	-0.0003585996	-0.00282406	HG01597:HG01597
HG01598	HG01598	0.1123374	0.1375137	0.1029895	0.01028147	-0.1005591	0.02427059	0.007573789	-0.005662815	-0.005198127	-0.001070988	HG01598:HG01598
HG01599	HG01599	0.1089787	0.1419204	0.1057766	0.01104088	-0.09531671	0.01643971	0.008254345	0.0006489533	-0.002995231	0.007722164	HG01599:HG01599
HG01600	HG01600	0.1132669	0.1502062	0.09901546	0.01486739	-0.09858183	0.01993317	0.006689764	0.003967603	0.008488765	-0.006038801	HG01600:HG01600
HG01602	HG01602	-0.1434663	-0.2169862	0.1142859	0.08434098	-0.009563191	0.004864416	-0.003610793	0.0004472039	-0.01221682	0.001501485	HG01602:HG01602
HG01603	HG01603	-0.1436491	-0.221744	0.1141273	0.09759943	0.003509699	0.003656742	0.007995478	0.0105313	-0.0005046796	0.007644402	HG01603:HG01603
HG01605	HG01605	-0.1414749	-0.2284298	0.1150735	0.0911406	0.002651594	-0.000839748	-0.01075342	-0.008925166	0.001526518	-0.006143734	HG01605:HG01605
HG01606	HG01606	-0.1374389	-0.2265116	0.1141747	0.09563337	0.001419843	-0.008471242	0.000413463	-3.751214e-05	0.00147806	0.007553659	HG01606:HG01606
HG01607	HG01607	-0.1401064	-0.2230399	0.117184	0.08956043	-0.002228493	0.003303027	-0.002119689	0.007219578	0.0045255	0.005377416	HG01607:HG01607
HG01608	HG01608	-0.1413546	-0.2217792	0.1157559	0.0915683	-0.003206471	-0.0009016794	0.005607997	0.01049435	0.004129734	-0.004978589	HG01608:HG01608
HG01610	HG01610	-0.1445998	-0.2165221	0.1158661	0.08977799	-0.004011731	0.001416304	-0.003485043	-0.005247342	-0.005345458	0.001512477	HG01610:HG01610
HG01612	HG01612	-0.1485463	-0.217982	0.1129022	0.0926671	-0.002502262	0.002861964	0.0009051365	0.003124804	0.002490847	0.006959815	HG01612:HG01612
HG01613	HG01613	-0.1452754	-0.2203084	0.1154017	0.08525508	-0.00159827	0.004473503	-0.002723056	-0.006188546	-0.01309244	-0.009551919	HG01613:HG01613
HG01615	HG01615	-0.1445431	-0.2167726	0.1142249	0.08318112	0.007237256	0.005341832	-0.004480033	0.001897193	-0.003631491	-0.006499924	HG01615:HG01615
HG01617	HG01617	-0.1386516	-0.2182483	0.1139505	0.09200337	-0.004130527	0.004125416	-0.009847773	0.005047579	0.003293346	0.006091633	HG01617:HG01617
HG01618	HG01618	-0.1429785	-0.2199246	0.1021653	0.09673639	0.006708698	0.006740217	-0.000569437	0.006697114	-0.001948865	0.006366703	HG01618:HG01618
HG01619	HG01619	-0.1473498	-0.2238742	0.1149169	0.08514933	-0.006948428	-0.0008523426	-0.006300699	0.007024526	-0.004182241	0.002978345	HG01619:HG01619
HG01620	HG01620	-0.1447204	-0.2153742	0.1137109	0.0944109	-0.001675915	-0.002369724	0.003909278	0.003406146	-0.00200897	-0.01037822	HG01620:HG01620
HG01623	HG01623	-0.1492242	-0.2174475	0.1090335	0.09660066	-0.003026052	-0.005551897	-0.00162364	-0.0001451345	0.007123531	0.002372913	HG01623:HG01623
HG01624	HG01624	-0.1404284	-0.2175619	0.1122458	0.09386557	0.0001717128	-0.003431072	0.000277409	-2.048461e-05	-0.01514152	-0.001311362	HG01624:HG01624
HG01625	HG01625	-0.1388382	-0.2245357	0.1125776	0.09572783	0.003877441	-0.001984453	-0.004436331	0.007438092	0.006634058	0.004253286	HG01625:HG01625
HG01626	HG01626	-0.1470442	-0.2144952	0.1121346	0.08661435	-0.003942962	0.003351466	-0.005272207	-0.001246932	0.006652721	0.0001270334	HG01626:HG01626
HG01630	HG01630	-0.1557848	-0.2063118	0.1047202	0.08451595	0.009688101	0.003706593	0.001105857	-0.001795447	-0.00171737	0.0005984055	HG01630:HG01630
HG01631	HG01631	-0.1442343	-0.2264278	0.1200692	0.09429108	-0.002872915	0.009497913	0.005204377	-0.0003650177	-0.005423473	-0.007138475	HG01631:HG01631
HG01632	HG01632	-0.1423364	-0.2185254	0.1181171	0.09195216	0.001303492	0.0003564392	0.005482753	-0.002699974	-0.0007262601	0.004066034	HG01632:HG01632
HG01669	HG01669	-0.1511407	-0.2060952	0.09907718	0.08801445	-0.00193436	-0.004050822	-0.006927585	-0.00982392	0.0006012413	0.005258529	HG01669:HG01669
HG01670	HG01670	-0.1486909	-0.2168531	0.1201838	0.09487003	0.001554982	0.002643802	0.0008856341	0.004350184	-0.007968047	0.002345819	HG01670:HG01670
HG01672	HG01672	-0.1418934	-0.2218145	0.1087027	0.08843713	3.861828e-05	-0.0004450302	-0.008677784	-0.006255394	0.01530273	-0.001211846	HG01672:HG01672
HG01673	HG01673	-0.1409032	-0.2249195	0.112239	0.09113831	0.0005975995	-0.0001463296	-0.0021569	0.01678053	0.003594268	-0.0006835042	HG01673:HG01673
HG01675	HG01675	-0.143827	-0.2260703	0.118561	0.08624547	0.007321812	-0.001778196	-0.007876003	-0.008083182	-0.001136595	0.004846078	HG01675:HG01675
HG01676	HG01676	-0.1411115	-0.230914	0.112156	0.1058271	-0.005252604	-0.008725355	0.003399719	-0.009677483	0.006417481	-0.001565596	HG01676:HG01676
HG01678	HG01678	-0.1450504	-0.2255831	0.1156817	0.09551938	-0.001064584	-0.003067104	0.00169816	-5.955605e-05	0.002952822	0.006706684	HG01678:HG01678
HG01679	HG01679	-0.1442081	-0.2232409	0.1150623	0.09397094	0.001031341	0.0004097602	-0.001597208	0.0001156707	0.006012533	-0.008453524	HG01679:HG01679
HG01680	HG01680	-0.1438334	-0.221203	0.1093911	0.0944334	-0.0004446306	0.005229576	-0.0003501215	0.01297719	-0.002328048	-0.0002647817	HG01680:HG01680
HG01682	HG01682	-0.1418293	-0.226224	0.119374	0.09135976	0.005287549	0.00708152	-0.005451135	0.0001066039	0.001188002	-0.0008709252	HG01682:HG01682
HG01684	HG01684	-0.1392405	-0.2236577	0.1123118	0.09542647	0.001375724	-0.006922852	0.009681074	0.01034418	0.005823236	0.01157648	HG01684:HG01684
HG01685	HG01685	-0.144585	-0.2140982	0.1125203	0.09301375	-0.001533952	0.002972107	-0.0006818113	0.007110701	0.0107786	-0.001407477	HG01685:HG01685
HG01686	HG01686	-0.1445846	-0.219012	0.113653	0.08616292	0.001044641	-0.001423831	0.0030788	-0.01394696	-0.002145734	0.005349723	HG01686:HG01686
HG01697	HG01697	-0.1440289	-0.2129499	0.1079538	0.0828612	0.004095583	0.006778289	-0.003091238	-0.000957746	0.01012875	0.00812868	HG01697:HG01697
HG01699	HG01699	-0.1466255	-0.2140921	0.1159732	0.09027468	-0.003657373	-0.002240322	-0.008389087	0.006471133	-0.01246896	-0.007282151	HG01699:HG01699
HG01700	HG01700	-0.1356433	-0.2358093	0.1156184	0.09998958	-0.001542375	-0.0033091	-0.0005435152	0.004179742	0.007738162	0.01285641	HG01700:HG01700
HG01702	HG01702	-0.1389434	-0.2327511	0.1200123	0.09996522	0.004542037	-0.004207519	-0.007797603	-0.006724137	0.003206814	-0.004258997	HG01702:HG01702
HG01704	HG01704	-0.146542	-0.2124311	0.1110025	0.08716688	0.0007099225	-0.0003834879	0.002932051	-0.001477019	-0.008486195	-0.001640728	HG01704:HG01704
HG01705	HG01705	-0.1510249	-0.2204461	0.1134709	0.09386519	-0.002455636	0.004203313	0.001547996	-0.00618302	0.006076851	0.005048028	HG01705:HG01705
HG01707	HG01707	-0.1511844	-0.2138652	0.1129436	0.09280095	-0.0005204885	-0.008562507	-0.006601367	-0.002888996	-0.0006831924	-0.00226447	HG01707:HG01707
HG01708	HG01708	-0.1425127	-0.2157252	0.1131503	0.08331736	-0.004197831	-0.005934574	0.00555816	0.0001668319	0.0009668541	-0.01136017	HG01708:HG01708
HG01709	HG01709	-0.1422553	-0.2154803	0.1086016	0.0884925	-0.004151485	-0.002262087	0.003477054	0.0003346002	0.002543848	0.008133962	HG01709:HG01709
HG01710	HG01710	-0.1474412	-0.2213551	0.1198324	0.08987657	-0.003197333	0.005560211	0.0002020505	-0.006774699	0.004275849	0.005456228	HG01710:HG01710
HG01746	HG01746	-0.1435113	-0.2260865	0.1168339	0.09513703	-0.003568085	0.003842916	0.00406668	0.0005724586	-0.01344012	-0.006143678	HG01746:HG01746
HG01747	HG01747	-0.14066	-0.2239799	0.1112652	0.09009039	0.001968932	-0.003432489	-0.002198	0.00484118	-0.006013782	0.007300838	HG01747:HG01747
HG01756	HG01756	-0.1423554	-0.2137909	0.1115513	0.09128822	-0.0007401373	0.005643776	0.005700291	0.0008705002	0.001144107	0.002001694	HG01756:HG01756
HG01757	HG01757	-0.1464404	-0.2128084	0.1137696	0.08703135	-0.004136617	-0.006541103	0.0005893248	0.007013072	-0.005047608	-0.003532708	HG01757:HG01757
HG01761	HG01761	-0.1416313	-0.2241292	0.1197613	0.09714381	0.003542099	0.004533352	0.002334516	0.006862866	-0.0008654533	-0.01111725	HG01761:HG01761
HG01762	HG01762	-0.1425574	-0.2238652	0.1182875	0.08975237	-0.000848354	-0.007113848	-0.0005913583	0.002845783	-0.002185359	0.007718281	HG01762:HG01762
HG01765	HG01765	-0.1448264	-0.2235733	0.1161341	0.09144173	-0.002685743	0.00282121	0.005826292	-0.005607889	0.001549729	-0.005359443	HG01765:HG01765
HG01766	HG01766	-0.145588	-0.2140495	0.1119037	0.08815677	0.004313255	-0.002687462	0.002600561	0.01273354	-0.004823471	-0.0001922445	HG01766:HG01766
HG01767	HG01767	-0.1441645	-0.2163803	0.1148977	0.09053436	-0.003841317	-0.005504096	-0.009793691	0.01131134	0.003650108	-0.003536214	HG01767:HG01767
HG01768	HG01768	-0.1462681	-0.2178858	0.1102244	0.09479804	0.002136737	0.004201866	-0.005222411	-0.003511645	0.007719923	-0.008135027	HG01768:HG01768
HG01770	HG01770	-0.1468304	-0.222311	0.1123873	0.09427194	-0.0008162273	-0.001233619	-0.004441101	-0.004366126	-0.004832374	0.004856937	HG01770:HG01770
HG01771	HG01771	-0.1381993	-0.2267095	0.1167866	0.0994322	0.002889264	-0.001329088	0.0002721401	0.004362745	0.0003134916	-0.0006677302	HG01771:HG01771
HG01773	HG01773	-0.146428	-0.2239861	0.1190783	0.09266603	0.000634499	-0.004063225	-0.004258446	0.003047532	-0.000433219	0.01104023	HG01773:HG01773
HG01775	HG01775	-0.1424939	-0.2314044	0.1153001	0.09397989	0.002353764	-0.007178945	0.003856301	0.005523593	-0.002279658	0.007324963	HG01775:HG01775
HG01776	HG01776	-0.1318958	-0.2243406	0.1155735	0.08991826	0.00134476	-0.008843634	0.001868846	0.004252986	0.005083024	0.001303444	HG01776:HG01776
HG01777	HG01777	-0.1383395	-0.2233373	0.1198807	0.0965584	-0.002633877	0.0006444252	-0.009133404	0.006262497	0.01023674	0.005739409	HG01777:HG01777
HG01779	HG01779	-0.1444606	-0.2252271	0.1209658	0.09857688	-0.0008575388	0.0040042	-0.00385942	-0.002069313	0.005204364	-0.008529279	HG01779:HG01779
HG01781	HG01781	-0.1391847	-0.2199039	0.1201532	0.0923149	0.006103451	0.0004037009	0.002814219	-0.004721001	-0.005175123	-0.0003350291	HG01781:HG01781
HG01783	HG01783	-0.1473152	-0.2149575	0.1102669	0.08870695	0.003960891	-0.003510905	0.002083886	-0.009798956	0.00880658	0.006696178	HG01783:HG01783
HG01784	HG01784	-0.1421983	-0.2159812	0.1127597	0.09446704	-0.001389581	0.005236509	-0.002026143	-0.002351494	-0.005470237	-0.004824257	HG01784:HG01784
HG01785	HG01785	-0.140238	-0.2308155	0.1170222	0.09029713	-0.001539463	0.006090178	0.0007171968	-0.008922537	-0.00261495	0.001754131	HG01785:HG01785
HG01786	HG01786	-0.1384814	-0.2257577	0.1193735	0.08794816	0.001423369	-0.002755175	-0.0007950698	0.004626314	-0.001283882	-0.004128154	HG01786:HG01786
HG01789	HG01789	-0.1359439	-0.2335658	0.1121889	0.08700588	-0.001496386	-0.000532994	-0.002237096	0.003973003	0.0007968617	0.002810613	HG01789:HG01789
HG01790	HG01790	-0.1284104	-0.2289716	0.1117268	0.08667878	-0.0001250248	-0.004069193	0.006481804	-0.01913141	-0.005628535	-0.01051077	HG01790:HG01790
HG01791	HG01791	-0.1337203	-0.2293058	0.1116523	0.0813909	-0.001028748	0.005364008	0.00425047	0.001021111	0.009494605	-0.003322277	HG01791:HG01791
HG01794	HG01794	0.1185719	0.1573274	0.1052119	0.02433306	-0.1397678	0.0446727	-0.001737496	-0.005626142	0.004653404	0.002849767	HG01794:HG01794
HG01795	HG01795	0.112143	0.1461917	0.1056236	0.01437031	-0.1277613	0.05620098	0.0157407	-0.009989042	0.01424918	0.004186541	HG01795:HG01795
