FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
FAM1138_BO2CCR0062	FAM1138_BO2CCR0062	0.07396346	0.04553615	0.05910562	0.02914541	0.008165528	-0.004100519	0.01152567	-0.05634911	0.009452152	-0.004536067
FAM1139_BO2CCR0063	FAM1139_BO2CCR0063	0.100072	0.05877427	0.05406151	0.03229982	0.01759094	-0.009684036	0.01042201	-0.05115046	0.01310724	0.001498683
FAM1140_BO2CCR0064	FAM1140_BO2CCR0064	0.06434505	0.0943225	0.03305412	0.04085911	0.006800683	-0.01253039	0.005071963	-0.04268356	0.007580446	-0.001153324
FAM1141_BO2CCR0065	FAM1141_BO2CCR0065	0.1769148	-0.07390401	0.1255757	-0.003688926	0.03539322	0.009786005	0.03121047	-0.09455901	0.01843198	-0.01210609
FAM1142_BO2CCR0066	FAM1142_BO2CCR0066	0.08896355	0.09741518	0.02796916	0.03361978	0.008123939	-0.0220602	0.00874949	-0.03674029	0.006335959	-0.001305169
FAM1143_BO2CCR0067	FAM1143_BO2CCR0067	0.07813173	0.06517364	0.04510909	0.03402328	0.01185831	-0.007418269	0.01095078	-0.04080621	0.004391073	-0.004132202
FAM1144_BO2CCR0068	FAM1144_BO2CCR0068	0.1306553	0.0006651053	0.08237534	0.01763674	0.02119292	-0.0002619671	0.02023905	-0.07419489	0.01572395	-0.004013412
FAM1145_BO2CCR0069	FAM1145_BO2CCR0069	0.09939969	0.0579746	0.04669236	0.02757774	0.0168002	-0.01228153	0.01188897	-0.05186774	0.008634308	-0.005932408
FAM1146_BO2CCR0070	FAM1146_BO2CCR0070	0.07860273	0.05122437	0.05484372	0.03107294	0.01420079	-0.005747583	0.01462053	-0.05176172	0.01129805	-0.003759685
FAM1147_BO2CCR0071	FAM1147_BO2CCR0071	0.1090788	0.04662819	0.05894758	0.02445317	0.01970445	-0.008617149	0.01536896	-0.05184532	0.006031628	-0.002962294
FAM1148_BO2CCR0072	FAM1148_BO2CCR0072	0.1085386	0.01916993	0.06297775	0.01787228	0.02056101	-0.008914128	0.0162167	-0.07725684	0.01831233	-0.01056413
FAM1149_BO2CCR0073	FAM1149_BO2CCR0073	0.1057903	0.04857605	0.05274806	0.02840365	0.01916771	-0.01014418	0.01332057	-0.05082101	0.007562368	0.004993
FAM1150_BO2CCR0074	FAM1150_BO2CCR0074	0.0971463	0.05516349	0.04741595	0.02952262	0.01155948	-0.0100878	0.00691204	-0.06258713	0.007569208	-0.008018399
FAM1151_BO2CCR0075	FAM1151_BO2CCR0075	0.08327073	0.052537	0.05257507	0.02826844	0.006941626	-0.00906041	0.01409796	-0.04238685	0.00633046	0.005078928
FAM1152_BO2CCR0076	FAM1152_BO2CCR0076	0.1080014	0.04411477	0.06151218	0.03194937	0.01528918	-0.00910955	0.01551613	-0.05835036	0.007379095	-0.004428561
FAM1153_BO2CCR0078	FAM1153_BO2CCR0078	0.1637268	-0.09977991	0.136704	-0.009005391	0.03020978	0.01244532	0.03758123	-0.09288486	0.0217294	-0.01611938
FAM1154_BO2CCR0079	FAM1154_BO2CCR0079	0.1174776	-0.00880243	0.09355283	0.01745405	0.02021413	0.00301137	0.02444968	-0.07273508	0.008972748	-0.006442301
FAM1156_BO2CCR0081	FAM1156_BO2CCR0081	0.09967865	0.04125677	0.05424904	0.02282044	0.01135077	-0.006950863	0.008876789	-0.05603474	0.01089418	-0.009536255
FAM1157_BO2CCR0082	FAM1157_BO2CCR0082	0.130367	0.01532359	0.07196374	0.01582815	0.02234379	-0.004558937	0.01114874	-0.06498038	0.01290612	-0.008640451
FAM1158_BO2CCR0083	FAM1158_BO2CCR0083	0.005045405	0.0448265	0.04878365	0.0382152	-0.002775653	-0.003046493	0.008006399	-0.05268136	0.009893605	0.002833779
FAM1159_BO2CCR0084	FAM1159_BO2CCR0084	0.1222209	0.02589476	0.06916543	0.02065843	0.01484647	-0.003650806	0.01895223	-0.06113296	0.01142847	-0.008721524
FAM1160_BO2CCR0085	FAM1160_BO2CCR0085	0.0935758	0.06599676	0.04857959	0.03816217	0.007665734	-0.004006999	0.009571521	-0.04692494	0.003756749	-0.003625546
FAM1161_BO2CCR0086	FAM1161_BO2CCR0086	-0.07447936	0.1550373	-0.01988472	0.04852157	-0.02251937	-0.02063699	-0.0008081476	0.008987545	-0.009038944	0.01044957
FAM1162_BO2CCR0087	FAM1162_BO2CCR0087	0.0852027	0.09093119	0.02749308	0.04328783	0.007344117	-0.01347853	0.0008852647	-0.03856212	0.01428195	0.002712322
FAM1163_BO2CCR0089	FAM1163_BO2CCR0089	0.1158147	0.03482706	0.062869	0.02086465	0.01772514	-0.0062942	0.01993286	-0.05769056	0.01251454	-0.01057525
FAM1164_BO2CCR0090	FAM1164_BO2CCR0090	0.08598987	0.0846695	0.03133298	0.03252447	0.01072048	-0.01425449	0.003144292	-0.04490391	0.007590011	0.006816798
FAM1165_BO2CCR0091	FAM1165_BO2CCR0091	-0.1644374	0.06554517	0.01424799	0.02481796	-0.03421473	-0.003935588	0.002571917	0.001660709	-0.003614291	-0.002853599
FAM1166_BO2CCR0092	FAM1166_BO2CCR0092	0.0830979	0.06726737	0.04279079	0.02976546	0.007660738	-0.01197147	0.01458211	-0.05061862	0.006164069	-0.004908885
FAM1167_BO2CCR0093	FAM1167_BO2CCR0093	0.05960491	0.04181042	0.05180474	0.02348056	0.00614557	-0.0008777463	0.01109996	-0.04912054	0.007640901	-0.001988789
FAM1168_BO2CCR0094	FAM1168_BO2CCR0094	0.05073147	0.1319896	0.003486628	0.04400355	-0.001267362	-0.02844913	-0.007519221	-0.01786425	0.001433773	-0.003822179
FAM1169_BO2CCR0095	FAM1169_BO2CCR0095	0.1370127	-0.01462035	0.08671361	0.005589592	0.02623333	0.004154933	0.02278929	-0.05075759	0.01005227	-0.01047422
FAM1170_BO2CCR0096	FAM1170_BO2CCR0096	0.07033612	0.07835739	0.03404486	0.03455271	-0.0001258302	-0.01073201	0.006754068	-0.03935995	0.005485184	-0.003373456
FAM1171_BO2CCR0098	FAM1171_BO2CCR0098	0.1550175	-0.03862573	0.1038079	0.001292599	0.02932107	0.005568745	0.02043465	-0.04898823	0.008756505	-0.0124059
FAM1172_BO2CCR0099	FAM1172_BO2CCR0099	0.1270493	0.0008569304	0.08207979	0.02095716	0.02005012	-0.003382688	0.01594743	-0.07163447	0.006769526	-0.006865424
FAM1173_BO2CCR0100	FAM1173_BO2CCR0100	0.1049422	0.02210241	0.0667362	0.01468178	0.01635463	-0.002104645	0.02233306	-0.06155278	0.007732822	-0.01182336
FAM1174_BO2CCR0101	FAM1174_BO2CCR0101	0.1584445	-0.02833575	0.09609395	0.005564602	0.02503561	0.004267651	0.02562071	-0.05429773	0.009806561	-0.007476532
FAM1175_BO2CCR0102	FAM1175_BO2CCR0102	0.142584	-0.01302285	0.08232404	0.00817951	0.02565156	0.001894118	0.02028449	-0.07237103	0.01446943	-0.005863441
FAM1176_BO2CCR0103	FAM1176_BO2CCR0103	0.1177897	0.03103583	0.06585153	0.02100408	0.01608707	-0.01253243	0.02123909	-0.06536332	0.01259807	-0.004971573
FAM1177_BO2CCR0104	FAM1177_BO2CCR0104	0.05609056	0.1120912	0.02282699	0.04549973	0.004811844	-0.01602895	0.0065	-0.03025133	0.004417282	-0.007599575
FAM1178_BO2CCR0106	FAM1178_BO2CCR0106	0.1396354	0.004921303	0.07488149	0.01605783	0.02146001	-0.003275258	0.01990845	-0.0754637	0.01985783	-0.01368395
FAM1179_BO2CCR0108	FAM1179_BO2CCR0108	0.1063226	0.03442083	0.06117781	0.02168535	0.0151271	-0.008309885	0.009872759	-0.05202951	0.005845259	-0.003205797
FAM1180_BO2CCR0109	FAM1180_BO2CCR0109	0.1051112	0.03028029	0.06751791	0.03065493	0.02031319	-0.006615643	0.01763082	-0.06518548	0.01103452	-0.005444564
FAM1181_BO2CCR0110	FAM1181_BO2CCR0110	0.1014526	0.03636973	0.06782122	0.01836385	0.01620021	-0.008839285	0.01250095	-0.06612173	0.010841	-0.007341505
FAM1182_BO2CCR0112	FAM1182_BO2CCR0112	0.1078345	0.04804771	0.06123858	0.02555844	0.009930328	-0.009642286	0.0178818	-0.05682251	0.01221691	-0.003526899
FAM1183_BO2CCR0113	FAM1183_BO2CCR0113	0.09701456	0.05845306	0.05621311	0.03043658	0.01837699	-0.009696057	0.01687433	-0.06026863	0.009712391	-0.007706132
FAM1184_BO2CCR0114	FAM1184_BO2CCR0114	0.09817212	0.03504139	0.06017543	0.02441966	0.009931531	-0.001946423	0.007708094	-0.0536913	0.005655369	-0.008738207
FAM1185_BO2CCR0115	FAM1185_BO2CCR0115	0.08958447	0.06570635	0.04999268	0.02890432	0.01169916	-0.009826318	0.0136317	-0.05026635	0.004730923	-0.005805459
FAM1186_BO2CCR0116	FAM1186_BO2CCR0116	0.1310638	0.0209601	0.06698101	0.0244225	0.02316124	-0.006658929	0.01576397	-0.06589956	0.01109055	-0.008122046
FAM1187_BO2CCR0117	FAM1187_BO2CCR0117	0.08887865	0.05139233	0.04757392	0.02328859	0.01039456	-0.01141829	0.007211491	-0.04621163	0.006583647	-0.0102338
FAM1188_BO2CCR0118	FAM1188_BO2CCR0118	-0.02381549	0.05695894	0.03906014	0.02939861	-0.00629298	-0.007480409	0.006034128	-0.02767472	-0.004799378	0.0006744363
FAM1189_BO2CCR0119	FAM1189_BO2CCR0119	0.1167775	0.00522506	0.07669831	0.01679442	0.01807629	-0.003488166	0.01743316	-0.06878888	0.01350658	-0.008588531
FAM1190_BO2CCR0120	FAM1190_BO2CCR0120	0.1095198	0.03868545	0.06098666	0.02749538	0.01836466	-0.008886869	0.009282927	-0.0601926	0.01375485	-0.007998246
FAM1191_BO2CCR0121	FAM1191_BO2CCR0121	0.09696793	0.06626278	0.04847423	0.02575099	0.01253468	-0.01565578	0.01440958	-0.04541171	0.005102335	-0.006740153
FAM1192_BO2CCR0122	FAM1192_BO2CCR0122	0.04004072	0.0554619	0.04368127	0.02935375	0.00338625	-0.01121638	0.01310515	-0.04949524	0.001045491	0.0004452737
FAM1193_BO2CCR0123	FAM1193_BO2CCR0123	-0.1188871	-0.04166185	0.07111029	0.005118041	-0.01585234	0.01954617	0.01316785	-0.02174318	0.001221638	-0.001006309
FAM1194_BO2CCR0124	FAM1194_BO2CCR0124	0.1247032	-0.0008172915	0.07952538	0.01503793	0.01811775	-0.00450937	0.0220277	-0.06133044	0.009529617	-0.005705107
FAM1195_BO2CCR0125	FAM1195_BO2CCR0125	0.1703376	-0.06060152	0.1212618	-0.003618652	0.0367211	0.005607949	0.03352174	-0.09473493	0.02100528	-0.008862186
FAM1196_BO2CCR0127	FAM1196_BO2CCR0127	0.07637371	0.06014173	0.04353136	0.02621151	0.00727193	-0.01235037	0.01577311	-0.04428868	0.00283336	0.002511555
FAM1197_BO2CCR0128	FAM1197_BO2CCR0128	0.06979842	0.06710037	0.03909838	0.02730003	0.00685724	-0.01050181	0.008770588	-0.04570188	-0.0001706093	0.004193249
FAM1198_BO2CCR0129	FAM1198_BO2CCR0129	0.1107955	0.05301842	0.04935038	0.02568392	0.01489583	-0.01038698	0.01199735	-0.05416259	0.007974146	-0.009284201
FAM1199_BO2CCR0130	FAM1199_BO2CCR0130	0.05878341	0.05853684	0.04937472	0.02621898	0.009048698	-0.009079385	0.01133358	-0.05017884	0.01081751	6.356044e-05
FAM1200_BO2CCR0131	FAM1200_BO2CCR0131	-0.4119593	-0.08724612	0.07541783	0.006490633	-0.05914259	0.03368302	0.02468719	-0.02552139	0.006510397	-0.0008257868
FAM1201_BO2CCR0132	FAM1201_BO2CCR0132	0.09204013	0.003676745	0.07833671	0.0178687	0.01610316	-0.001996741	0.02023878	-0.06493353	0.01267378	-0.001378538
FAM1202_BO2CCR0133	FAM1202_BO2CCR0133	0.07637729	0.06304741	0.0427294	0.0321734	0.01025048	-0.009611554	0.008349934	-0.05112761	0.002024424	-0.005492459
FAM1203_BO2CCR0134	FAM1203_BO2CCR0134	0.06799963	0.09781108	0.02608321	0.03942618	0.003806079	-0.016071	0.006442176	-0.03894363	0.008795476	0.0009146877
FAM1204_BO2CCR0135	FAM1204_BO2CCR0135	0.1195302	0.002479922	0.07778687	0.01652313	0.02286387	-0.004302989	0.02117982	-0.07502473	0.01927495	-0.006830794
FAM1205_BO2CCR0136	FAM1205_BO2CCR0136	-0.1024281	-0.005605359	0.06401637	0.01154789	-0.01999277	0.009139993	0.01245732	-0.02851554	-0.002727142	0.003445385
FAM1206_BU1CCR0036	FAM1206_BU1CCR0036	0.091865	0.04236788	0.05731875	0.02164743	0.01016028	0.0004237418	0.0114005	-0.05458001	0.007596365	-0.008786487
FAM1207_BU1CCR0037	FAM1207_BU1CCR0037	0.1065062	0.06297093	0.04771192	0.0324998	0.01176333	-0.008621201	0.008434358	-0.04782826	0.004570708	-0.0008505409
FAM1208_BU1CCR0001	FAM1208_BU1CCR0001	0.1142265	0.002466734	0.07952228	0.01545727	0.01826413	-0.002869265	0.01858937	-0.06211675	0.01443665	-0.009688307
FAM1209_BU1CCR0002	FAM1209_BU1CCR0002	0.03891112	0.1502773	-0.003142293	0.04701848	-0.008638555	-0.03068573	-0.0001971223	-0.01131291	0.002179947	0.007768919
FAM1211_BU1CCR0004	FAM1211_BU1CCR0004	0.06586725	0.07913082	0.03850011	0.03396894	0.01024269	-0.01639428	0.01021529	-0.0446221	0.005436078	0.001868725
FAM1213_BU1CCR0006	FAM1213_BU1CCR0006	0.07753589	0.02808967	0.062547	0.02126151	0.01035499	-0.0008237472	0.007274148	-0.05468371	0.01248586	-0.0007564708
FAM1214_BU1CCR0007	FAM1214_BU1CCR0007	0.09937736	0.03955481	0.05441097	0.02380556	0.02173099	-0.005652752	0.007203848	-0.04540382	0.008090461	-0.01005143
FAM1215_BU1CCR0008	FAM1215_BU1CCR0008	0.09764354	0.05408041	0.05123649	0.02661849	0.01795145	-0.01035066	0.01546477	-0.05113219	0.007001747	-0.01099386
FAM1216_BU1CCR0009	FAM1216_BU1CCR0009	0.06347851	0.09036508	0.03567713	0.03206295	0.004442702	-0.01254479	0.008727601	-0.03208205	0.008798479	-0.0001457141
FAM1217_BU1CCR0010	FAM1217_BU1CCR0010	0.128368	0.01189321	0.07512907	0.01627909	0.02729867	-0.003069866	0.0142172	-0.06499589	0.003268712	-0.009255073
FAM1218_BU1CCR0011	FAM1218_BU1CCR0011	0.1101272	0.0301531	0.06329618	0.02105331	0.01780626	-0.005106419	0.02085266	-0.05224071	0.009520899	-0.005056419
FAM1219_BU1CCR0012	FAM1219_BU1CCR0012	0.09215097	0.04479353	0.05674866	0.02280597	0.01763033	-0.008919277	0.01739979	-0.05656864	0.005487413	-0.001313474
FAM1220_BU1CCR0013	FAM1220_BU1CCR0013	0.1052052	0.06530081	0.05244572	0.03284136	0.01361372	-0.009728459	0.006239318	-0.0465952	0.004288493	-0.00729523
FAM1221_BU1CCR0014	FAM1221_BU1CCR0014	0.07040776	0.06159477	0.05111252	0.03475675	0.009678078	-0.01042844	0.01225647	-0.04703697	0.007331039	-0.007415772
FAM1222_BU1CCR0015	FAM1222_BU1CCR0015	0.06752772	0.110389	0.01487223	0.04501555	0.00928298	-0.01799431	-0.004308427	-0.02275244	0.005408771	0.004038412
FAM1223_BU1CCR0016	FAM1223_BU1CCR0016	0.06605031	0.09107142	0.03227062	0.03781835	0.003179928	-0.006470991	0.0002981487	-0.02757244	0.009942306	-0.001939228
FAM1225_BU1CCR0018	FAM1225_BU1CCR0018	0.1188285	0.04583226	0.063493	0.02184875	0.01661862	-0.008545099	0.01402518	-0.05327677	0.0107456	-0.002566166
FAM1226_BU1CCR0019	FAM1226_BU1CCR0019	0.07339475	0.1117928	0.01864409	0.04158761	0.002050818	-0.01048472	0.0002108549	-0.0281008	0.005294741	0.0009763203
FAM1227_BU1CCR0020	FAM1227_BU1CCR0020	0.1196427	0.02634326	0.06251499	0.02297054	0.01665005	-0.004893693	0.01670153	-0.06213175	0.01031173	-0.006469082
FAM1228_BU1CCR0021	FAM1228_BU1CCR0021	0.1096181	0.03821999	0.06128428	0.0212918	0.01170847	-0.005501269	0.01429452	-0.05870238	0.003011352	-0.003834543
FAM1229_BU1CCR0022	FAM1229_BU1CCR0022	0.109565	0.01125723	0.07270688	0.01760855	0.01724432	-0.00248941	0.01179785	-0.06026549	0.01215832	-0.01325812
FAM1230_BU1CCR0023	FAM1230_BU1CCR0023	0.09137636	0.05447795	0.05273874	0.02659143	0.0139026	-0.006130236	0.007432822	-0.04597142	0.0007901426	-0.003928949
FAM1231_BU1CCR0024	FAM1231_BU1CCR0024	0.1101441	0.0006050563	0.07777305	0.01666419	0.01781131	-0.003162745	0.01887789	-0.07094604	0.01733779	-0.00977874
FAM1232_BU1CCR0025	FAM1232_BU1CCR0025	0.08945419	0.06012638	0.04639478	0.02707307	0.01038315	-0.0159163	0.01295752	-0.05305491	0.008440013	0.001399899
FAM1233_BU1CCR0026	FAM1233_BU1CCR0026	0.1146235	0.0202418	0.06644241	0.01581436	0.01946366	-0.001456578	0.01991261	-0.06131513	0.008688435	-0.003218292
FAM1234_BU1CCR0027	FAM1234_BU1CCR0027	0.07083364	0.09680993	0.03008778	0.0346132	0.006410273	-0.01073064	0.01156748	-0.03515777	0.01103926	0.0004348256
FAM1235_BU1CCR0028	FAM1235_BU1CCR0028	0.07283065	0.09689525	0.02958619	0.03684886	0.006848601	-0.01637684	0.009842741	-0.03307302	0.004027023	-0.0002021208
FAM1236_BU1CCR0029	FAM1236_BU1CCR0029	0.04567415	0.1270917	0.01083204	0.04693029	-0.002038971	-0.02789166	0.001083251	-0.02494638	0.001646595	-6.751179e-05
FAM1237_BU1CCR0030	FAM1237_BU1CCR0030	0.07119674	0.08159413	0.03496847	0.03617792	0.006724218	-0.01553483	0.006199913	-0.037185	0.005566853	0.001779057
FAM1238_BU1CCR0031	FAM1238_BU1CCR0031	0.02480237	0.09101834	0.02600449	0.04243967	-0.004021407	-0.01139381	0.005570073	-0.03634098	0.001736704	0.005108367
FAM1239_BU1CCR0032	FAM1239_BU1CCR0032	0.06172723	0.100495	0.0228712	0.03809051	0.005147332	-0.01630048	-0.0009352486	-0.02950755	0.00757087	0.002388173
FAM1241_BU1CCR0034	FAM1241_BU1CCR0034	0.1205997	0.01141199	0.07545041	0.01234912	0.02120669	-0.004230411	0.01221572	-0.05885493	0.009719813	-0.007084368
FAM1243_BU1CCR0038	FAM1243_BU1CCR0038	0.10427	0.02753144	0.06813114	0.02541138	0.01657314	-0.002761768	0.01589028	-0.05601773	0.007581906	-0.01197481
FAM1244_BU1CCR0039	FAM1244_BU1CCR0039	0.07047063	0.03893521	0.05500746	0.02796102	0.00957709	-0.005810148	0.01222221	-0.04551514	0.01014932	0.001267925
FAM1245_BU1CCR0040	FAM1245_BU1CCR0040	0.07053365	0.03357643	0.05386866	0.0211371	0.01114967	0.0006049122	0.009825466	-0.05293112	0.008956238	-0.001236642
FAM1246_BU1CCR0041	FAM1246_BU1CCR0041	0.149264	-0.02266104	0.09906315	0.00154593	0.02663661	0.003022843	0.02792809	-0.08334582	0.01897312	-0.01939207
FAM1247_BU1CCR0042	FAM1247_BU1CCR0042	0.01811582	-0.003667533	0.07031614	0.00335783	0.00765226	0.003591775	0.01598773	-0.05254761	0.007329776	-0.007237135
FAM1248_BU1CCR0043	FAM1248_BU1CCR0043	0.08484914	0.08976755	0.03104528	0.03258306	0.01029479	-0.01237809	0.006867142	-0.04280498	0.005049772	-0.00860445
FAM1249_BU1CCR0044	FAM1249_BU1CCR0044	0.1148521	0.03216262	0.06359982	0.02229342	0.01385069	-0.005649403	0.01624653	-0.06079544	0.003747256	-0.0110983
FAM1250_BU1CCR0045	FAM1250_BU1CCR0045	0.1295015	0.00455613	0.0787665	0.01352734	0.02471418	-0.002420582	0.01877308	-0.06195492	0.0145808	-0.01524052
FAM1251_BU1CCR0046	FAM1251_BU1CCR0046	0.09804296	0.05689907	0.04514991	0.02353791	0.01640572	-0.01102221	0.0112177	-0.05165156	0.01160648	-0.004239086
FAM1252_BU1CCR0047	FAM1252_BU1CCR0047	0.09234561	0.04305276	0.05061865	0.02121221	0.01399889	-0.008555337	0.0205474	-0.04699823	0.01237847	-0.008186978
FAM1253_BU1CCR0048	FAM1253_BU1CCR0048	-0.04334495	-0.01385465	0.06867448	0.01926772	-0.006476983	0.0008704148	0.0141553	-0.05608586	0.007227758	-0.00739398
FAM1254_BU1CCR0049	FAM1254_BU1CCR0049	0.08191749	0.09241076	0.02574795	0.03512509	0.006499286	-0.01545223	0.01000817	-0.03293794	-0.002167505	0.002872761
FAM1255_BU1CCR0050	FAM1255_BU1CCR0050	0.06798828	0.1078781	0.01955681	0.03729512	0.007640951	-0.01451629	0.004275034	-0.03177782	-0.001001905	-0.004543711
FAM1256_BU1CCR0051	FAM1256_BU1CCR0051	0.07247065	0.08932913	0.02693707	0.03512397	0.004458585	-0.01179828	-0.0002066994	-0.03776807	0.003160831	-0.004277645
FAM1257_BU1CCR0052	FAM1257_BU1CCR0052	0.08941576	0.05544211	0.05156223	0.02900043	0.01670667	-0.007448532	0.01132411	-0.04294268	0.007211892	0.003787785
FAM1258_BU1CCR0053	FAM1258_BU1CCR0053	0.06579978	0.06940684	0.04337308	0.03019256	0.00745432	-0.01195399	0.009126914	-0.0454035	0.006648461	-0.003692777
FAM1259_BU2CCR0001	FAM1259_BU2CCR0001	0.1322838	-0.01183441	0.09193014	0.01388036	0.02674175	-0.001028671	0.02804416	-0.07765483	0.0173392	-0.01441763
FAM1260_BU2CCR0002	FAM1260_BU2CCR0002	0.09135467	0.06926641	0.04222068	0.02753915	0.01109744	-0.01247467	0.0118803	-0.04339557	0.003295679	-0.005922007
FAM1261_BU2CCR0003	FAM1261_BU2CCR0003	-0.0009949243	0.09968865	0.02160858	0.03879932	-0.008551446	-0.01353651	-0.001326655	-0.02341059	0.003276119	0.001562551
FAM1262_BU2CCR0004	FAM1262_BU2CCR0004	0.08312593	0.07260766	0.03921899	0.036255	0.009154024	-0.009455416	0.004872755	-0.03538861	0.00227528	0.003189034
FAM1263_BU2CCR0005	FAM1263_BU2CCR0005	0.1161852	0.03230206	0.06231993	0.02461193	0.02108144	-0.004531644	0.01655836	-0.06935341	0.004166146	-0.00428924
FAM1264_BU2CCR0006	FAM1264_BU2CCR0006	0.09530349	0.07028167	0.03797587	0.03098313	0.01319062	-0.01537159	0.004697104	-0.04317008	0.005313686	-0.001650769
FAM1265_BU2CCR0007	FAM1265_BU2CCR0007	-0.2553999	-0.06439271	0.08415693	0.01080491	-0.03296892	0.02665624	0.02837248	-0.04090146	0.009472365	-0.005764915
FAM1266_BU2CCR0008	FAM1266_BU2CCR0008	0.06223064	0.1183852	0.02239441	0.04285202	0.004133699	-0.01503492	-0.001780467	-0.01699097	-0.001375542	0.006146461
FAM1267_BU2CCR0009	FAM1267_BU2CCR0009	0.113972	0.02946526	0.06553728	0.02593592	0.0165079	-0.003847074	0.01755162	-0.06017676	0.009114908	-0.004755065
FAM1268_BU2CCR0010	FAM1268_BU2CCR0010	0.08314159	0.052928	0.05376696	0.0342429	0.008083009	-0.006639209	0.01413801	-0.04286766	0.009435194	-0.006833097
FAM1269_BU2CCR0011	FAM1269_BU2CCR0011	0.07811844	0.08391338	0.03106225	0.0322822	0.007595641	-0.01437061	0.009327563	-0.0341551	0.007876045	0.0004285205
FAM1270_BU2CCR0012	FAM1270_BU2CCR0012	0.08718105	0.08090985	0.03335339	0.03617465	0.01328393	-0.01268199	0.004908644	-0.04473503	0.001673238	-0.002010143
FAM1271_BU2CCR0013	FAM1271_BU2CCR0013	0.1200829	-0.001090333	0.08693393	0.01532733	0.0268029	-0.002529247	0.01853183	-0.06970155	0.01568467	-0.007934098
FAM1272_BU2CCR0015	FAM1272_BU2CCR0015	0.09171569	0.05108324	0.05448754	0.02637149	0.009201015	-0.01044464	0.01683529	-0.04028812	0.00418937	-0.002506804
FAM1275_BU2CCR0018	FAM1275_BU2CCR0018	0.1529683	-0.008995763	0.09358472	0.01330235	0.02758485	-0.00757317	0.02282261	-0.08278324	0.01435214	-0.006228135
FAM1276_BU2CCR0019	FAM1276_BU2CCR0019	0.0974898	0.02768767	0.06219968	0.02067784	0.01532673	-0.003109002	0.01877855	-0.04786499	0.01508947	-0.005319635
FAM1277_BU2CCR0020	FAM1277_BU2CCR0020	0.1119362	0.0346945	0.06701632	0.01993595	0.02133431	-0.006076258	0.01344516	-0.05906632	0.009388672	-0.002802736
FAM1278_BU2CCR0021	FAM1278_BU2CCR0021	0.08351069	0.07925925	0.0271147	0.03420747	0.008821331	-0.01210675	0.004309091	-0.03623192	0.010114	-0.01539562
FAM1279_BU2CCR0022	FAM1279_BU2CCR0022	0.07649889	0.0552174	0.04939303	0.03424846	0.01042248	-0.0117967	0.006705433	-0.04603667	0.01115497	0.002483888
FAM1280_BU2CCR0023	FAM1280_BU2CCR0023	0.1277281	-0.003270128	0.08113612	0.01666585	0.02132194	-0.002270269	0.01788093	-0.06853538	0.01918338	-0.007193313
FAM1281_BU2CCR0025	FAM1281_BU2CCR0025	0.03575106	0.09240034	0.02262649	0.0362402	-0.002182236	-0.01406998	0.005450638	-0.02657562	0.004656639	0.007419559
FAM1282_BU2CCR0027	FAM1282_BU2CCR0027	0.1230399	-0.001823236	0.0801108	0.01780105	0.02139025	-0.00290946	0.01738397	-0.07176009	0.01665155	-0.005843503
FAM1284_BU2CCR0029	FAM1284_BU2CCR0029	0.02261868	0.182094	-0.02133739	0.05364174	-0.009143477	-0.02535242	-0.01151759	0.002194306	-0.003346906	0.003452528
FAM1285_BU2CCR0030	FAM1285_BU2CCR0030	0.0807915	0.08609022	0.03072167	0.0345313	0.004314957	-0.006945285	0.004793863	-0.0357464	0.004588876	-0.00356046
FAM1286_BU2CCR0031	FAM1286_BU2CCR0031	0.07024442	0.0650939	0.0424452	0.02968942	0.01054974	-0.01246618	0.009411175	-0.04425087	0.008104409	-0.002020616
FAM1287_BU2CCR0032	FAM1287_BU2CCR0032	-0.05392289	0.006252125	0.06455217	0.01084032	-0.006034308	0.009695104	0.01108768	-0.0206398	-0.006775392	-0.0003425207
FAM1289_BU2CCR0034	FAM1289_BU2CCR0034	0.08270922	0.06681902	0.0462326	0.02646604	0.009128493	-0.01063883	0.0100775	-0.04244452	0.004514814	-0.002380811
FAM1290_BU2CCR0035	FAM1290_BU2CCR0035	0.09768145	0.06245438	0.04702411	0.03156046	0.01379953	-0.01304883	0.01115501	-0.04460614	0.0009278852	0.005097636
FAM1291_BU2CCR0036	FAM1291_BU2CCR0036	0.03209134	0.1561449	-0.01063015	0.05522588	-0.002320892	-0.02273385	-0.007794502	-0.02920612	0.006612309	-0.001489557
FAM1292_BU2CCR0037	FAM1292_BU2CCR0037	0.1082996	0.04672497	0.05410676	0.02873447	0.01530881	-0.01043786	0.0116517	-0.04650325	0.01059423	-0.002716793
FAM1293_BU2CCR0038	FAM1293_BU2CCR0038	0.08686533	0.06894058	0.04263592	0.03195433	0.01177145	-0.01272322	-0.0009761906	-0.0492743	-0.0007346882	-0.009723345
FAM1294_BU2CCR0039	FAM1294_BU2CCR0039	0.06837468	0.09544503	0.03128984	0.04183632	0.005049065	-0.009108593	0.004624709	-0.04175673	0.005864004	-0.002814928
FAM1295_BU2CCR0040	FAM1295_BU2CCR0040	0.1162464	-0.0004271075	0.07821197	0.01481005	0.02395029	0.001172191	0.0155706	-0.06887976	0.0167158	-0.008077039
FAM1296_BU2CCR0041	FAM1296_BU2CCR0041	0.1105706	0.05387118	0.05399908	0.02368586	0.01818637	-0.01151894	0.01228222	-0.05177633	0.00932194	-0.0008364382
