FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	Super_Pop
HG00132	HG00132	-0.004133757	0.2477776	-0.03834041	-0.05417403	0.03047378	0.1955645	-0.04341435	0.03155291	0.01739051	-0.005499378	EUR
HG00133	HG00133	-0.006515784	0.2440364	-0.03494728	-0.05292978	0.02716441	0.1942359	-0.04400597	0.02371707	0.01343388	-0.0002395528	EUR
HG00136	HG00136	-0.001509639	0.2420551	-0.04003719	-0.05331371	0.02998187	0.1924551	-0.04569648	0.02456471	0.01997221	-0.004508033	EUR
HG00137	HG00137	-0.001617753	0.2465008	-0.03523301	-0.04781527	0.03433121	0.1981428	-0.04370206	0.02591823	0.01292526	-0.007768042	EUR
HG00138	HG00138	-0.007138621	0.2437238	-0.0364845	-0.04579133	0.03382641	0.1919732	-0.04858569	0.02828151	0.01528688	-0.0001549516	EUR
HG00139	HG00139	-0.002416601	0.2465813	-0.03317124	-0.04842677	0.03095013	0.1939043	-0.04909514	0.02462057	0.01601923	-0.004694804	EUR
HG00140	HG00140	0.0004716914	0.2423515	-0.03560577	-0.04576204	0.03041758	0.1925817	-0.04393533	0.02486758	0.02210733	-0.005994676	EUR
HG00141	HG00141	0.004268568	0.2434422	-0.03635811	-0.05132656	0.02333106	0.1880976	-0.05061016	0.02102157	0.02243251	0.0005039196	EUR
HG00142	HG00142	-0.003115249	0.2526497	-0.03666781	-0.04769225	0.03345044	0.1931857	-0.04390778	0.02433156	0.0202383	-0.01009622	EUR
HG00143	HG00143	-0.004724496	0.2440762	-0.03615854	-0.05566451	0.02867361	0.1929045	-0.04712995	0.02502682	0.01561698	-0.004040622	EUR
HG00145	HG00145	0.0005705645	0.2399033	-0.03770854	-0.05347487	0.03246027	0.1885876	-0.04315883	0.02241997	0.01812992	-0.00702179	EUR
HG00146	HG00146	0.002769541	0.2493781	-0.036962	-0.048941	0.03424387	0.1975367	-0.04592999	0.02173843	0.01646683	-0.002065292	EUR
HG00148	HG00148	-0.002493569	0.2470611	-0.03747825	-0.05004547	0.03087754	0.186873	-0.04744109	0.02616023	0.01780789	-0.008677073	EUR
HG00149	HG00149	-0.002922556	0.2489554	-0.03142077	-0.04636624	0.03676156	0.1923957	-0.05191581	0.02481515	0.0112362	-0.01387491	EUR
HG00150	HG00150	-0.002846715	0.2424436	-0.03449373	-0.04781484	0.02980187	0.1906795	-0.04889459	0.02557825	0.01743853	-0.005288212	EUR
HG00151	HG00151	-0.002250289	0.2439687	-0.0395837	-0.05657407	0.02417017	0.1873861	-0.04952538	0.01990187	0.01971603	-0.01411176	EUR
HG00154	HG00154	0.0001128077	0.247561	-0.03101347	-0.05320765	0.02943996	0.1939698	-0.04916694	0.02912192	0.02002207	-0.002736197	EUR
HG00155	HG00155	0.004044494	0.2413275	-0.04103159	-0.05283937	0.02267218	0.1894439	-0.04772638	0.02354968	0.02045922	-0.006006167	EUR
HG00157	HG00157	-0.005005368	0.2441021	-0.03854573	-0.04957455	0.03439401	0.195624	-0.04827712	0.02144172	0.01588798	-0.008006727	EUR
HG00158	HG00158	-0.00594782	0.2346827	-0.03121088	-0.04869927	0.01980566	0.1811951	-0.05013881	0.02587734	0.01902407	-0.006439114	EUR
HG00159	HG00159	0.0001559769	0.2391124	-0.03025518	-0.04906764	0.03662398	0.1922841	-0.04371318	0.02672546	0.01600277	-0.007241611	EUR
HG00160	HG00160	-0.0002047958	0.2459149	-0.03715196	-0.05176494	0.02481624	0.1946113	-0.04745153	0.0293087	0.01580791	-0.002822155	EUR
HG00231	HG00231	-0.001312705	0.2415767	-0.03422054	-0.04823404	0.02699507	0.1875497	-0.04800537	0.03098789	0.0162488	-0.007085796	EUR
HG00232	HG00232	-0.0006389865	0.2460939	-0.03018232	-0.05627167	0.03253029	0.1880721	-0.04515758	0.02113618	0.02003629	-0.0004942846	EUR
HG00233	HG00233	-0.006839664	0.2472237	-0.03455228	-0.05146943	0.03160372	0.1917735	-0.04558698	0.02278092	0.02054791	-0.001922526	EUR
HG00234	HG00234	0.001554268	0.2425712	-0.04023194	-0.05495983	0.02985827	0.1933287	-0.04662228	0.02095933	0.01658076	0.0004153307	EUR
HG00235	HG00235	-0.006246354	0.2453825	-0.03478671	-0.05205691	0.0312706	0.1907955	-0.04195487	0.02181611	0.01786956	-1.183231e-05	EUR
HG00236	HG00236	-0.007392791	0.2466301	-0.03612706	-0.04765707	0.03395479	0.1910023	-0.04840608	0.02590586	0.01928488	-0.005185172	EUR
HG00237	HG00237	-0.006845128	0.2456949	-0.03974749	-0.05127062	0.03507558	0.1874396	-0.04784418	0.02313577	0.01259498	-0.00405205	EUR
HG00238	HG00238	-0.002640653	0.2411453	-0.04203077	-0.05149744	0.03270693	0.1873331	-0.04726817	0.01987258	0.01978236	-0.0003464573	EUR
HG00239	HG00239	-0.006512759	0.2457776	-0.03365307	-0.05384798	0.03028722	0.1897834	-0.04798804	0.02375239	0.01578436	-0.001181877	EUR
HG00240	HG00240	-0.003430335	0.2448762	-0.03846858	-0.05279435	0.0289511	0.1913312	-0.04352278	0.02589901	0.0154483	0.001147752	EUR
HG00243	HG00243	-0.00278251	0.2465315	-0.03408409	-0.05165918	0.02693805	0.1886597	-0.04492902	0.02011953	0.02682376	-0.007378454	EUR
HG00244	HG00244	0.0002081669	0.243591	-0.03821563	-0.05156999	0.03407411	0.1903594	-0.0478341	0.0180844	0.01472171	-0.001096581	EUR
HG00245	HG00245	-0.003814994	0.2395619	-0.03753982	-0.05263901	0.03541566	0.1881861	-0.04599811	0.0200479	0.01712603	-0.005018792	EUR
HG00246	HG00246	-0.002585409	0.2415953	-0.03568231	-0.05571023	0.03044941	0.1915669	-0.04440602	0.01609514	0.02361922	0.002488203	EUR
HG00250	HG00250	-0.001853133	0.2447752	-0.03895976	-0.05136659	0.02982795	0.1911881	-0.04196574	0.02190532	0.01965074	-0.005331017	EUR
HG00251	HG00251	-0.00153298	0.243678	-0.03208617	-0.05295451	0.03007274	0.188071	-0.04546138	0.02769005	0.01643252	-0.005438514	EUR
HG00252	HG00252	-0.003215947	0.2429661	-0.04281177	-0.04766066	0.02675153	0.1896359	-0.04791975	0.02038784	0.02100221	-0.003202615	EUR
HG00253	HG00253	-0.004421959	0.2507002	-0.03837189	-0.04921539	0.03046676	0.1934226	-0.04619147	0.02670561	0.01249789	-0.002700017	EUR
HG00254	HG00254	-0.002086761	0.2393187	-0.037499	-0.05686344	0.03456589	0.1839528	-0.04267869	0.02157268	0.0127366	-0.00297983	EUR
HG00255	HG00255	-0.001880836	0.2416151	-0.03259614	-0.05359919	0.03480166	0.1852757	-0.04041356	0.02542827	0.01748835	-0.008215755	EUR
HG00256	HG00256	-0.0001429585	0.2484186	-0.03763703	-0.05255737	0.03118988	0.195963	-0.04602933	0.0270121	0.02093152	0.0005320617	EUR
HG00257	HG00257	-0.004346487	0.2453617	-0.03165297	-0.05075272	0.02497142	0.187724	-0.04675771	0.02305012	0.01581966	-0.0001161471	EUR
HG00258	HG00258	-0.001499226	0.2469667	-0.03653583	-0.0481739	0.03016432	0.19343	-0.05038163	0.02145896	0.01523705	-0.007862411	EUR
HG00259	HG00259	-0.002715953	0.2465679	-0.03376873	-0.04859982	0.03412355	0.1895961	-0.04385767	0.02269976	0.01814623	-0.009486663	EUR
HG00260	HG00260	-0.00296372	0.2481391	-0.03674754	-0.05454326	0.02664009	0.1892756	-0.05058354	0.02059854	0.01532065	-0.006835141	EUR
HG00261	HG00261	-0.001070195	0.2448636	-0.04375279	-0.05244284	0.03579601	0.1933318	-0.04588317	0.01447323	0.01892323	0.003447788	EUR
HG00262	HG00262	-0.002408631	0.2485759	-0.03689136	-0.05609743	0.02875611	0.1880771	-0.04381641	0.02066594	0.01480746	-0.003986342	EUR
HG00263	HG00263	0.001069206	0.2432397	-0.03851466	-0.05611903	0.03091421	0.1928556	-0.04704518	0.02715593	0.01758096	-0.005473067	EUR
HG00264	HG00264	-0.006002798	0.2427651	-0.03314272	-0.04975555	0.02454911	0.1872588	-0.05050815	0.0264415	0.01481629	-0.007510994	EUR
HG00265	HG00265	-0.002044927	0.2504117	-0.0385223	-0.05481274	0.0297746	0.1967727	-0.0499795	0.02231778	0.02085582	-0.01197443	EUR
HG00403	HG00403	0.09263103	-0.2631047	-0.3119178	0.1590227	0.0114369	0.002395211	0.02395216	0.01187874	-0.007539456	0.004247536	EAS
HG00404	HG00404	0.09425401	-0.2691991	-0.3163548	0.1620685	0.01101782	0.006083508	0.02850148	0.009688248	-0.006108192	0.004191564	EAS
HG00406	HG00406	0.09118313	-0.2701894	-0.3244903	0.160215	0.01469341	0.001392884	0.03298322	0.01192341	0.0005348362	0.006191929	EAS
HG00407	HG00407	0.09310288	-0.2634076	-0.3165696	0.1639813	0.01807372	0.005444019	0.03154316	0.0111044	-0.007716625	-0.001010877	EAS
HG00409	HG00409	0.09918982	-0.2664434	-0.313111	0.1633413	0.009019963	0.00482467	0.0292217	0.008211183	0.001943227	-0.001035077	EAS
HG00410	HG00410	0.09414526	-0.2660607	-0.3099807	0.1573832	0.01480727	0.002570145	0.02923226	0.006956073	-0.005245317	-0.001670308	EAS
HG00419	HG00419	0.09551702	-0.2633326	-0.3163641	0.1620284	0.01577208	0.003288077	0.02417575	0.01343114	-0.009013766	0.002935105	EAS
HG00421	HG00421	0.09274051	-0.2678563	-0.3152584	0.1605995	0.01463545	0.0003868258	0.03053449	0.01332188	-0.0009822626	-0.00130677	EAS
HG00422	HG00422	0.09752901	-0.2642163	-0.3203888	0.1637436	0.01275874	0.00623753	0.02820125	0.01285057	-0.001883286	0.005870987	EAS
HG00428	HG00428	0.09947522	-0.2673339	-0.3157822	0.1624465	0.009172446	0.007278363	0.03681036	0.01123079	-0.008340712	0.007336623	EAS
HG00436	HG00436	0.09608294	-0.2710202	-0.3155111	0.1637151	0.01360224	-7.422642e-05	0.02795572	0.01755481	-0.006674244	0.002179902	EAS
HG00437	HG00437	0.09965759	-0.2677996	-0.3180842	0.1655076	0.01729892	0.006467451	0.02887532	0.01093485	-0.002583538	0.002056589	EAS
HG00442	HG00442	0.09473101	-0.2699676	-0.3229189	0.1695449	0.01247531	0.002589498	0.02851291	0.0099368	-0.004026511	0.007035089	EAS
HG00443	HG00443	0.09380326	-0.2672763	-0.319734	0.1612249	0.009743424	0.004444801	0.0290698	0.01127731	-0.005872797	-0.0002839068	EAS
HG00445	HG00445	0.09253572	-0.2628617	-0.3138768	0.1620757	0.01304394	0.005159463	0.02971705	0.01011311	-0.0006062534	-0.0009670418	EAS
HG00446	HG00446	0.09488253	-0.2675278	-0.3209302	0.1635729	0.009362933	0.00976967	0.03314669	0.01390618	-0.004504601	0.001365771	EAS
HG00448	HG00448	0.09229218	-0.2622747	-0.3109813	0.1594639	0.01360613	0.001651617	0.03022348	0.009341027	-0.003600154	0.0006970132	EAS
HG00449	HG00449	0.09004538	-0.2672031	-0.3174584	0.1618546	0.01246246	0.004982841	0.03212624	0.01425487	-0.005974721	-4.70064e-05	EAS
HG00451	HG00451	0.09284025	-0.2656734	-0.3240824	0.1658657	0.01000292	0.004346053	0.02575091	0.01289578	-0.001822405	0.0001563801	EAS
HG00452	HG00452	0.09245561	-0.2650641	-0.3108048	0.1645637	0.01396917	0.004285299	0.02498042	0.01674858	0.001307945	0.003972839	EAS
HG00457	HG00457	0.09816121	-0.2707871	-0.3183778	0.1672592	0.01552723	0.003685541	0.02924154	0.01115098	-0.004083219	0.0009739865	EAS
HG00458	HG00458	0.09168339	-0.2647566	-0.3180374	0.1642007	0.01125712	0.006313827	0.02806136	0.005385412	-0.003384772	0.006385835	EAS
HG00463	HG00463	0.09384556	-0.2665598	-0.3202251	0.1638464	0.01424452	0.004319113	0.02434422	0.01828176	-0.002517648	0.004131127	EAS
HG00464	HG00464	0.09449452	-0.2644497	-0.3140273	0.1611105	0.006986106	0.004291691	0.03008519	0.01340236	-0.002502262	0.0001395434	EAS
HG00472	HG00472	0.0926141	-0.2672148	-0.3179995	0.1622327	0.01483088	0.004362766	0.02484175	0.01189075	-0.00537054	0.001985341	EAS
HG00473	HG00473	0.09156907	-0.2663723	-0.3177463	0.161928	0.01468989	0.001105509	0.02830335	0.01437654	-0.005219438	0.005816847	EAS
HG00475	HG00475	0.09137645	-0.2672771	-0.3202973	0.1633127	0.01020882	0.004800945	0.03368838	0.01452343	0.001705903	0.006208445	EAS
HG00476	HG00476	0.09478213	-0.2653833	-0.319544	0.1575166	0.009805847	0.004670081	0.03071384	0.01298874	-0.0003932134	0.006824459	EAS
HG00478	HG00478	0.08920808	-0.2716089	-0.3155001	0.1662455	0.01047745	0.008086077	0.02289402	0.01787475	-0.003934445	0.006122897	EAS
HG00479	HG00479	0.09807698	-0.2654073	-0.3225145	0.1635852	0.008101463	0.008824419	0.03263819	0.01009977	-0.003371496	-0.002980297	EAS
HG00500	HG00500	0.09439856	-0.2662096	-0.3157643	0.1634174	0.0134376	0.004960116	0.02840081	0.01303316	0.003703701	0.00467186	EAS
HG00513	HG00513	0.08961712	-0.2635657	-0.3197919	0.1670724	0.01644878	0.00313767	0.03071872	0.016283	-0.006061414	0.0009307315	EAS
HG00524	HG00524	0.09845843	-0.2645064	-0.3142268	0.1666325	0.01371424	0.004262237	0.02878636	0.01108962	-0.0009253354	0.004097866	EAS
HG00525	HG00525	0.0966027	-0.2617768	-0.3117045	0.1626048	0.01015385	0.004859951	0.02541986	0.0111925	-0.003406847	0.00577341	EAS
HG00530	HG00530	0.09137371	-0.271812	-0.321624	0.1597976	0.01738158	0.009311199	0.03206532	0.009485187	-0.002549304	8.237004e-05	EAS
HG00531	HG00531	0.09545316	-0.2592522	-0.3165492	0.1641161	0.01143691	0.002146852	0.02626132	0.01172416	-0.007371274	-0.0009224535	EAS
HG00533	HG00533	0.09617896	-0.2666509	-0.3149659	0.1594445	0.01084602	0.008817884	0.03794508	0.01359893	0.002896045	0.008270646	EAS
HG00534	HG00534	0.09357412	-0.2632045	-0.3149149	0.1662712	0.01239959	0.006809375	0.02747173	0.0133421	-0.002507598	0.003573742	EAS
HG00536	HG00536	0.09531816	-0.2649778	-0.3124315	0.1611865	0.01343298	0.003208104	0.03082612	0.008545733	-0.006415354	0.005519737	EAS
HG00537	HG00537	0.09144647	-0.2700048	-0.3245165	0.1648102	0.01074043	0.009373678	0.02849596	0.01374552	-0.004597076	0.001916321	EAS
HG00542	HG00542	0.09405454	-0.2668405	-0.3212225	0.163545	0.01130518	0.003075769	0.03475231	0.01336383	-0.0009305464	0.003287857	EAS
HG00543	HG00543	0.09469437	-0.2754068	-0.3192695	0.1575272	0.01321399	0.005212446	0.03266764	0.009734911	-0.004446749	0.00680302	EAS
HG00556	HG00556	0.09655769	-0.2624248	-0.3156991	0.1622837	0.009036089	0.005229942	0.03158697	0.01230764	-0.00441187	0.006166022	EAS
HG00557	HG00557	0.09510779	-0.2699267	-0.3129966	0.1700299	0.01142464	0.003566913	0.03036485	0.01720531	-0.003184279	0.0007707939	EAS
HG00559	HG00559	0.09955641	-0.2628034	-0.3048308	0.1615785	0.01353057	0.002168128	0.02793359	0.01252609	-0.004065466	-0.0002087756	EAS
HG00560	HG00560	0.09521001	-0.27358	-0.3183221	0.1639459	0.01368343	-0.0002898156	0.03263447	0.01863236	-0.002025228	0.003976152	EAS
HG00565	HG00565	0.09515346	-0.2691859	-0.3191273	0.1717806	0.01223286	0.007385815	0.02862281	0.01428799	0.001539435	0.0008540361	EAS
HG00566	HG00566	0.09655136	-0.2685458	-0.3141385	0.1641302	0.01533712	0.002277108	0.02734796	0.01753789	-0.01019871	0.0009342135	EAS
HG00580	HG00580	0.09764725	-0.2672198	-0.3151012	0.158752	0.008011233	0.00507966	0.03269857	0.007593755	0.003416408	0.002321391	EAS
HG00581	HG00581	0.09341034	-0.2646836	-0.3189714	0.1589291	0.01632144	0.005882749	0.03236225	0.007650373	0.0007628293	0.003452341	EAS
HG00583	HG00583	0.097772	-0.2663225	-0.3224441	0.1658647	0.01867534	0.006326943	0.03310703	0.0105994	-0.008445181	0.0070945	EAS
HG00584	HG00584	0.08857003	-0.2676152	-0.3153906	0.1627082	0.009337766	0.004810339	0.02709474	0.01526775	2.376964e-05	0.004130965	EAS
HG00589	HG00589	0.09962977	-0.2674622	-0.3100194	0.1584053	0.009119453	0.001028793	0.03442133	0.01906541	-0.0009802874	-0.00132725	EAS
HG00590	HG00590	0.09401481	-0.2605431	-0.3115535	0.1551799	0.01663061	0.006685407	0.03227349	0.01094921	-0.009980301	-0.001290647	EAS
HG00592	HG00592	0.0961979	-0.2578824	-0.303338	0.1613617	0.009884175	0.006545066	0.02460148	0.01331261	0.02094161	-0.0007971903	EAS
HG00593	HG00593	0.09669726	-0.2689995	-0.3193085	0.1659728	0.01243256	0.003126734	0.03803123	0.0138763	-0.002192138	0.00393166	EAS
HG00595	HG00595	0.09402745	-0.2636169	-0.3231591	0.1603378	0.01295989	0.00644273	0.03206103	0.01004277	0.0006870655	-0.001293527	EAS
HG00596	HG00596	0.0961621	-0.2733449	-0.3222821	0.1666053	0.0164006	0.001151181	0.03473419	0.01851741	0.0004342562	-0.001297391	EAS
HG00598	HG00598	0.09708733	-0.269017	-0.3172827	0.1642557	0.01133505	0.006123662	0.03235701	0.01140427	-0.00247686	-0.003163268	EAS
HG00599	HG00599	0.09367154	-0.2666634	-0.3143116	0.1663488	0.01392614	-0.0003860652	0.02846507	0.01140781	0.004773807	0.002955736	EAS
HG00607	HG00607	0.09123935	-0.2649448	-0.3201729	0.1619864	0.01181166	0.007414411	0.03096929	0.01637741	0.0003359952	0.003206481	EAS
HG00608	HG00608	0.0930144	-0.2695106	-0.3181426	0.1695252	0.0117365	0.003678871	0.02551598	0.0104442	-0.003478284	-0.0004496351	EAS
HG00610	HG00610	0.09321156	-0.2673711	-0.321373	0.1614812	0.01143615	0.007202132	0.03182962	0.007724436	0.00154222	-0.0005358228	EAS
HG00611	HG00611	0.09421044	-0.2687897	-0.3149415	0.1680696	0.005687541	0.004339647	0.02428353	0.01225346	5.869572e-06	0.003533229	EAS
HG00613	HG00613	0.09509925	-0.2649581	-0.3193327	0.1583367	0.01597233	0.001050014	0.03510953	0.01569516	-0.003310019	0.004402951	EAS
HG00614	HG00614	0.09039839	-0.266602	-0.3209504	0.1639232	0.0118114	0.008873172	0.03474254	0.007707527	-0.003158494	0.0001432422	EAS
HG00619	HG00619	0.09787221	-0.2655222	-0.3137112	0.1674905	0.01264926	0.009220722	0.02753593	0.008615308	-0.007147737	0.005236799	EAS
HG00620	HG00620	0.09580872	-0.2638175	-0.3156992	0.1634627	0.00998331	0.001456632	0.03029439	0.01650258	-0.005102343	0.003871981	EAS
HG00622	HG00622	0.09367029	-0.270866	-0.3145397	0.1693666	0.01262629	0.004230215	0.02919077	0.006358899	-0.002447349	0.001485758	EAS
HG00623	HG00623	0.09275935	-0.2725862	-0.321237	0.1647431	0.01228639	0.00229255	0.03465367	0.01340198	-0.002367889	0.001399744	EAS
HG00625	HG00625	0.08790575	-0.2610424	-0.3205704	0.154331	0.01325044	0.00566609	0.03606699	0.006945658	-0.01543057	0.006925959	EAS
HG00626	HG00626	0.09966555	-0.2729667	-0.3184162	0.1704181	0.01202988	0.005869388	0.03145388	0.01198764	-0.003211641	0.00183339	EAS
HG00628	HG00628	0.09438313	-0.2666053	-0.3081336	0.1675616	0.01498878	0.007759979	0.02858767	0.01358319	-0.001861284	0.002515752	EAS
HG00629	HG00629	0.09551317	-0.2705211	-0.313307	0.1641463	0.009112651	0.00373526	0.0264977	0.01104236	-0.008252441	0.0004017352	EAS
HG00631	HG00631	0.0942158	-0.2727241	-0.3161091	0.1657036	0.0125322	0.01116479	0.03179709	0.009741222	0.001183703	0.003143724	EAS
HG00632	HG00632	0.09542608	-0.2648578	-0.3196717	0.1631164	0.01076915	0.006630368	0.03182122	0.01067644	-0.005831759	0.002437828	EAS
HG00634	HG00634	0.09481096	-0.2678704	-0.3179041	0.1672063	0.0136438	0.006999323	0.03245077	0.01584308	0.001905637	-0.00135092	EAS
HG00650	HG00650	0.0948436	-0.2649644	-0.3187708	0.1625228	0.01561377	0.001082602	0.03192746	0.01397471	-0.01313358	0.0009411374	EAS
HG00651	HG00651	0.09630886	-0.2688376	-0.3154308	0.1680562	0.005956076	0.006955472	0.02757379	0.008263194	-0.01015388	0.004878962	EAS
HG00653	HG00653	0.09952127	-0.2657021	-0.3238032	0.1617471	0.02072308	0.004066064	0.03322135	0.009414464	-0.01834517	0.002232344	EAS
HG00654	HG00654	0.09031011	-0.2587256	-0.32168	0.1603795	0.01434466	0.007917167	0.0350573	0.009250276	-0.01239301	0.002121877	EAS
HG00656	HG00656	0.08703296	-0.2687187	-0.3254269	0.164275	0.01586654	0.001767697	0.03346356	0.009325393	-0.01118007	0.005020704	EAS
HG00657	HG00657	0.09333612	-0.2659177	-0.321546	0.160343	0.01640646	0.005932721	0.0285556	0.01579909	-0.003498109	0.004522537	EAS
HG00662	HG00662	0.09124031	-0.2678609	-0.3177733	0.1610358	0.01276289	0.002820859	0.03370943	0.009859819	-0.01483349	-0.002631109	EAS
HG00663	HG00663	0.09074815	-0.2639363	-0.3185309	0.1608975	0.01494688	0.00569841	0.03233134	0.008944927	-0.01571206	0.004955312	EAS
HG00671	HG00671	0.08971989	-0.2693218	-0.3194891	0.1593066	0.0118659	0.002901647	0.0306188	0.01184856	-0.01254308	0.004249378	EAS
HG00672	HG00672	0.08933778	-0.2703937	-0.3209159	0.1629111	0.01217048	0.001767629	0.02586393	0.01379826	-0.01974477	0.007591371	EAS
HG00674	HG00674	0.08884996	-0.2715979	-0.3209191	0.162474	0.01207644	0.002916248	0.0278183	0.01340569	-0.009726405	0.004565438	EAS
HG00675	HG00675	0.09281407	-0.2688798	-0.3206202	0.1564543	0.01609089	0.007252281	0.03710881	0.0158698	-0.01235028	0.005890858	EAS
HG00683	HG00683	0.09320172	-0.2663343	-0.3172867	0.1574545	0.009548062	0.006235068	0.02886203	0.01102545	-0.01160086	0.004027863	EAS
HG00684	HG00684	0.09193349	-0.2681414	-0.3193638	0.1587301	0.01367675	0.002328758	0.03202702	0.009275366	-0.01653836	7.704685e-05	EAS
HG00689	HG00689	0.09396279	-0.2683963	-0.3207929	0.1603937	0.01498161	0.00182589	0.03260437	0.00849148	-0.008125386	0.004964339	EAS
HG00690	HG00690	0.0913213	-0.2647072	-0.3159302	0.1626978	0.01714164	0.003914463	0.02898623	0.01058909	-0.02045235	0.004407637	EAS
HG00692	HG00692	0.09363596	-0.2649553	-0.3166404	0.1584583	0.01284879	0.007025744	0.03018326	0.01419012	-0.009899882	0.001556808	EAS
HG00693	HG00693	0.0953357	-0.2644299	-0.3215066	0.1630064	0.01606477	0.004394594	0.02625759	0.008280201	-0.01368351	-0.0005067487	EAS
HG00698	HG00698	0.08897948	-0.2713734	-0.3204044	0.1620443	0.01405289	0.003458617	0.02974829	0.01329943	-0.01122658	0.005623659	EAS
HG00699	HG00699	0.08652338	-0.2692368	-0.3165178	0.1643156	0.01810608	0.006722523	0.03292404	0.01407789	-0.006851086	0.005260484	EAS
HG00701	HG00701	0.09274299	-0.270195	-0.3113546	0.1579369	0.01287281	0.005730892	0.02973337	0.01293415	-0.01283097	0.003324799	EAS
HG00704	HG00704	0.0968421	-0.2679206	-0.3190962	0.162153	0.01307981	0.004724866	0.02916754	0.008311579	-0.0171459	-0.004101706	EAS
HG00705	HG00705	0.08997462	-0.2703786	-0.3289194	0.16468	0.01744467	0.009674005	0.03100461	0.01281686	-0.007991331	0.002313947	EAS
HG00707	HG00707	0.09859566	-0.2667565	-0.3177172	0.1630097	0.009742421	0.008298499	0.03011629	0.007630559	-0.01319632	-0.0002046661	EAS
HG00708	HG00708	0.08915727	-0.2674924	-0.3239902	0.164881	0.01261528	0.009556087	0.03413778	0.009746927	-0.00464668	0.003288674	EAS
HG00717	HG00717	0.09185631	-0.266274	-0.3131955	0.1601743	0.01464982	0.002742704	0.02824222	0.004499966	-0.0126744	0.003877772	EAS
HG00728	HG00728	0.09442919	-0.2586228	-0.3172685	0.1590541	0.01511038	0.005462583	0.03066901	0.007915542	-0.01394183	0.00644975	EAS
HG00729	HG00729	0.09064387	-0.2676968	-0.3166968	0.1603656	0.01328551	0.00368294	0.03527814	0.01229057	-0.0101533	0.005362072	EAS
HG00759	HG00759	0.08912885	-0.2570139	-0.3254798	0.1532303	0.02475735	0.008371753	0.04126375	0.004871797	-0.04008643	0.008216012	EAS
HG00766	HG00766	0.08323518	-0.2556508	-0.321524	0.1567135	0.0262034	0.008843317	0.03746767	0.005659658	-0.04090464	0.00424367	EAS
HG00844	HG00844	0.08881444	-0.2566721	-0.3218616	0.1585017	0.02426475	0.006609789	0.03574551	0.007751849	-0.04038356	0.003858327	EAS
HG00851	HG00851	0.08420028	-0.2611785	-0.3266272	0.1610246	0.02072271	0.003346964	0.03362473	0.006796874	-0.04541893	0.008576428	EAS
HG00864	HG00864	0.08714993	-0.2588242	-0.3252237	0.1477129	0.02240676	0.006500165	0.034838	0.005660719	-0.04005096	0.007346206	EAS
HG00867	HG00867	0.0855817	-0.260265	-0.3223954	0.1578368	0.01920501	0.0008235985	0.03201659	-0.001957396	-0.03719028	0.008898647	EAS
HG00879	HG00879	0.08244471	-0.2645666	-0.3273989	0.1578016	0.02359488	0.005656709	0.03051442	0.005632494	-0.04297424	0.005384095	EAS
HG00881	HG00881	0.0851486	-0.2650843	-0.3291858	0.1597349	0.02067375	0.003431169	0.03788076	0.001720444	-0.04058418	0.007609055	EAS
HG00956	HG00956	0.08450223	-0.258027	-0.3176525	0.147239	0.02197295	0.002292751	0.0342866	0.00682118	-0.03295093	-0.0009645246	EAS
HG00978	HG00978	0.08663105	-0.2646262	-0.3232339	0.1555074	0.019143	0.009940126	0.03781978	0.005982186	-0.04053212	0.004587854	EAS
HG00982	HG00982	0.08458681	-0.2625183	-0.3242101	0.1536609	0.02233172	0.004340895	0.03515417	0.004979005	-0.04090216	0.009063268	EAS
HG01028	HG01028	0.08167113	-0.2608765	-0.3195261	0.1533191	0.0224108	0.002871908	0.04180174	0.007350836	-0.03507104	0.002844042	EAS
HG01029	HG01029	0.08170611	-0.2631333	-0.3313913	0.1555326	0.0250377	0.009278151	0.04248322	0.008655391	-0.04062447	0.01031321	EAS
HG01031	HG01031	0.08506593	-0.2580007	-0.3181502	0.1563585	0.01945137	0.004682555	0.03656226	0.006003277	-0.03812248	0.003941295	EAS
HG01046	HG01046	0.08975516	-0.2578947	-0.3217504	0.1579689	0.01856156	0.005064759	0.04217529	0.006543795	-0.03334115	0.00805496	EAS
HG01334	HG01334	-0.0001239879	0.2411352	-0.03275165	-0.05409378	0.02873734	0.1886926	-0.05197512	0.02195635	0.01503681	0.0002636026	EUR
HG01500	HG01500	-0.02760253	0.2350066	-0.03610644	-0.04013366	0.04557025	0.1813942	-0.04273318	0.01822697	0.01262367	0.001844116	EUR
HG01501	HG01501	-0.03046006	0.2385366	-0.03496177	-0.04003251	0.04696419	0.1811145	-0.04699561	0.01859489	0.0143809	0.008864004	EUR
HG01503	HG01503	-0.01658246	0.2456874	-0.03912038	-0.04329447	0.03918256	0.1897026	-0.05053354	0.01458719	0.01524476	-0.004330064	EUR
HG01504	HG01504	-0.01691205	0.2404147	-0.0394182	-0.03747089	0.0414722	0.1837108	-0.0460816	0.01385424	0.01616466	0.002608978	EUR
HG01506	HG01506	-0.02659215	0.2451707	-0.03303777	-0.04050246	0.04680201	0.1876921	-0.04075775	0.01334414	0.00992994	0.004824962	EUR
HG01507	HG01507	-0.02103749	0.2407714	-0.03247918	-0.04487789	0.03769372	0.1852755	-0.04994451	0.01646533	0.01169566	-0.001445407	EUR
